HEADER_TIME_STAMP,SR
2018-06-14 11:26:22.640,51.000
2018-06-14 11:26:23.659,51.000
2018-06-14 11:55:27.227,51.000
2018-06-14 11:55:28.228,50.000
2018-06-14 11:55:29.247,51.000
2018-06-14 11:55:30.247,50.000
2018-06-14 11:55:31.247,50.000
2018-06-14 11:55:32.247,50.000
2018-06-14 11:55:33.247,50.000
2018-06-14 11:55:34.248,50.000
2018-06-14 11:55:35.267,51.000
2018-06-14 11:55:36.267,50.000
2018-06-14 11:55:37.268,50.000
2018-06-14 11:55:38.288,51.000
2018-06-14 11:55:39.308,51.000
2018-06-14 11:55:40.327,51.000
2018-06-14 11:55:41.327,50.000
2018-06-14 11:55:42.327,50.000
2018-06-14 11:55:43.327,50.000
2018-06-14 11:55:44.327,50.000
2018-06-14 11:55:45.327,50.000
2018-06-14 11:55:46.327,50.000
2018-06-14 11:55:47.327,50.000
2018-06-14 11:55:48.329,50.000
2018-06-14 11:55:49.347,51.000
2018-06-14 11:55:50.347,50.000
2018-06-14 11:55:51.347,50.000
2018-06-14 11:55:52.347,50.000
2018-06-14 11:55:53.347,50.000
2018-06-14 11:55:54.347,50.000
2018-06-14 11:55:55.348,50.000
2018-06-14 11:55:56.367,51.000
2018-06-14 11:55:57.367,50.000
2018-06-14 11:55:58.368,50.000
2018-06-14 11:55:59.387,51.000
2018-06-14 11:56:00.387,50.000
2018-06-14 11:56:01.387,50.000
2018-06-14 11:56:02.387,50.000
2018-06-14 11:56:03.387,50.000
2018-06-14 11:56:04.388,50.000
2018-06-14 11:56:05.407,51.000
2018-06-14 11:56:06.407,50.000
2018-06-14 11:56:07.407,50.000
2018-06-14 11:56:08.407,50.000
2018-06-14 11:56:09.407,50.000
2018-06-14 11:56:10.407,50.000
2018-06-14 11:56:11.407,50.000
2018-06-14 11:56:12.407,50.000
2018-06-14 11:56:13.407,50.000
2018-06-14 11:56:14.407,50.000
2018-06-14 11:56:15.407,50.000
2018-06-14 11:56:16.407,50.000
2018-06-14 11:56:17.407,50.000
2018-06-14 11:56:18.407,50.000
2018-06-14 11:56:19.407,50.000
2018-06-14 11:56:20.407,50.000
2018-06-14 11:56:21.407,50.000
2018-06-14 11:56:22.407,50.000
2018-06-14 11:56:23.407,50.000
2018-06-14 11:56:24.407,50.000
2018-06-14 11:56:25.407,50.000
2018-06-14 11:56:26.407,50.000
2018-06-14 11:56:27.407,50.000
2018-06-14 11:56:28.407,50.000
2018-06-14 11:56:29.408,50.000
2018-06-14 11:56:30.427,51.000
2018-06-14 11:56:31.427,50.000
2018-06-14 11:56:32.427,50.000
2018-06-14 11:56:33.428,50.000
2018-06-14 11:56:34.447,51.000
2018-06-14 11:56:35.447,50.000
2018-06-14 11:56:36.447,50.000
2018-06-14 11:56:37.447,50.000
2018-06-14 11:56:38.447,50.000
2018-06-14 11:56:39.447,50.000
2018-06-14 11:56:40.447,50.000
2018-06-14 11:56:41.447,50.000
2018-06-14 11:56:42.448,50.000
2018-06-14 11:56:43.469,51.000
2018-06-14 11:56:44.487,51.000
2018-06-14 11:56:45.487,50.000
2018-06-14 11:56:46.488,50.000
2018-06-14 11:56:47.507,51.000
2018-06-14 11:56:48.507,50.000
2018-06-14 11:56:49.507,50.000
2018-06-14 11:56:50.507,50.000
2018-06-14 11:56:51.507,50.000
2018-06-14 11:56:52.507,50.000
2018-06-14 11:56:53.507,50.000
2018-06-14 11:56:54.507,50.000
2018-06-14 11:56:55.507,50.000
2018-06-14 11:56:56.507,50.000
2018-06-14 11:56:57.507,50.000
2018-06-14 11:56:58.507,50.000
2018-06-14 11:56:59.507,50.000
2018-06-14 11:57:00.507,50.000
2018-06-14 11:57:01.509,50.000
2018-06-14 11:57:02.527,51.000
2018-06-14 11:57:03.547,51.000
2018-06-14 11:57:04.547,50.000
2018-06-14 11:57:05.547,50.000
2018-06-14 11:57:06.547,50.000
2018-06-14 11:57:07.548,50.000
2018-06-14 11:57:08.567,51.000
2018-06-14 11:57:09.567,50.000
2018-06-14 11:57:10.567,50.000
2018-06-14 11:57:11.567,50.000
2018-06-14 11:57:12.567,50.000
2018-06-14 11:57:13.567,50.000
2018-06-14 11:57:14.567,50.000
2018-06-14 11:57:15.567,50.000
2018-06-14 11:57:16.567,50.000
2018-06-14 11:57:17.567,50.000
2018-06-14 11:57:18.567,50.000
2018-06-14 11:57:19.567,50.000
2018-06-14 11:57:20.567,50.000
2018-06-14 11:57:21.567,50.000
2018-06-14 11:57:22.567,50.000
2018-06-14 11:57:23.567,50.000
2018-06-14 11:57:24.587,51.000
2018-06-14 11:57:25.587,50.000
2018-06-14 11:57:26.588,50.000
2018-06-14 11:57:27.607,51.000
2018-06-14 11:57:28.608,50.000
2018-06-14 11:57:29.627,51.000
2018-06-14 11:57:30.627,50.000
2018-06-14 11:57:31.627,50.000
2018-06-14 11:57:32.628,50.000
2018-06-14 11:57:33.647,51.000
2018-06-14 11:57:34.647,50.000
2018-06-14 11:57:35.648,50.000
2018-06-14 11:57:36.667,51.000
2018-06-14 11:57:37.667,50.000
2018-06-14 11:57:38.667,50.000
2018-06-14 11:57:39.667,50.000
2018-06-14 11:57:40.667,50.000
2018-06-14 11:57:41.667,50.000
2018-06-14 11:57:42.667,50.000
2018-06-14 11:57:43.667,50.000
2018-06-14 11:57:44.667,50.000
2018-06-14 11:57:45.667,50.000
2018-06-14 11:57:46.667,50.000
2018-06-14 11:57:47.667,50.000
2018-06-14 11:57:48.667,50.000
2018-06-14 11:57:49.667,50.000
2018-06-14 11:57:50.667,50.000
2018-06-14 11:57:51.667,50.000
2018-06-14 11:57:52.667,50.000
2018-06-14 11:57:53.667,50.000
2018-06-14 11:57:54.667,50.000
2018-06-14 11:57:55.667,50.000
2018-06-14 11:57:56.667,50.000
2018-06-14 11:57:57.667,50.000
2018-06-14 11:57:58.667,50.000
2018-06-14 11:57:59.668,50.000
2018-06-14 11:58:00.687,51.000
2018-06-14 11:58:01.687,50.000
2018-06-14 11:58:02.687,50.000
2018-06-14 11:58:03.687,50.000
2018-06-14 11:58:04.687,50.000
2018-06-14 11:58:05.687,50.000
2018-06-14 11:58:06.687,50.000
2018-06-14 11:58:07.708,51.000
2018-06-14 11:58:08.727,51.000
2018-06-14 11:58:09.727,50.000
2018-06-14 11:58:10.727,50.000
2018-06-14 11:58:11.727,50.000
2018-06-14 11:58:12.727,50.000
2018-06-14 11:58:13.727,50.000
2018-06-14 11:58:14.727,50.000
2018-06-14 11:58:15.727,50.000
2018-06-14 11:58:16.727,50.000
2018-06-14 11:58:17.727,50.000
2018-06-14 11:58:18.727,50.000
2018-06-14 11:58:19.727,50.000
2018-06-14 11:58:20.727,50.000
2018-06-14 11:58:21.727,50.000
2018-06-14 11:58:22.727,50.000
2018-06-14 11:58:23.727,50.000
2018-06-14 11:58:24.727,50.000
2018-06-14 11:58:25.727,50.000
2018-06-14 11:58:26.727,50.000
2018-06-14 11:58:27.727,50.000
2018-06-14 11:58:28.727,50.000
2018-06-14 11:58:29.727,50.000
2018-06-14 11:58:30.727,50.000
2018-06-14 11:58:31.727,50.000
2018-06-14 11:58:32.727,50.000
2018-06-14 11:58:33.727,50.000
2018-06-14 11:58:34.727,50.000
2018-06-14 11:58:35.727,50.000
2018-06-14 11:58:36.727,50.000
2018-06-14 11:58:37.727,50.000
2018-06-14 11:58:38.727,50.000
2018-06-14 11:58:39.727,50.000
2018-06-14 11:58:40.727,50.000
2018-06-14 11:58:41.727,50.000
2018-06-14 11:58:42.727,50.000
2018-06-14 11:58:43.727,50.000
2018-06-14 11:58:44.727,50.000
2018-06-14 11:58:45.728,50.000
2018-06-14 11:58:46.747,51.000
2018-06-14 11:58:47.747,50.000
2018-06-14 11:58:48.748,50.000
2018-06-14 11:58:49.767,51.000
2018-06-14 11:58:50.767,50.000
2018-06-14 11:58:51.767,50.000
2018-06-14 11:58:52.767,50.000
2018-06-14 11:58:53.767,50.000
2018-06-14 11:58:54.767,50.000
2018-06-14 11:58:55.767,50.000
2018-06-14 11:58:56.767,50.000
2018-06-14 11:58:57.768,50.000
2018-06-14 11:58:58.787,51.000
2018-06-14 11:58:59.787,50.000
2018-06-14 11:59:00.787,50.000
2018-06-14 11:59:01.787,50.000
2018-06-14 11:59:02.787,50.000
2018-06-14 11:59:03.807,51.000
2018-06-14 11:59:04.807,50.000
2018-06-14 11:59:05.827,51.000
2018-06-14 11:59:06.827,50.000
2018-06-14 11:59:07.828,50.000
