HEADER_TIME_STAMP,X,Y,Z
2018-06-14 13:00:02.274,0.046,-0.082,1.009
2018-06-14 13:00:02.294,0.032,-0.065,0.992
2018-06-14 13:00:02.314,0.040,-0.076,1.009
2018-06-14 13:00:02.334,0.032,-0.072,0.991
2018-06-14 13:00:02.354,0.020,-0.081,0.998
2018-06-14 13:00:02.375,0.007,-0.074,0.995
2018-06-14 13:00:02.395,0.008,-0.077,1.004
2018-06-14 13:00:02.415,0.009,-0.077,1.000
2018-06-14 13:00:02.435,0.018,-0.074,0.999
2018-06-14 13:00:02.455,0.016,-0.072,0.989
2018-06-14 13:00:02.475,0.012,-0.076,0.999
2018-06-14 13:00:02.495,0.006,-0.074,0.998
2018-06-14 13:00:02.516,0.007,-0.075,0.996
2018-06-14 13:00:02.536,0.019,-0.078,1.000
2018-06-14 13:00:02.556,0.019,-0.073,0.993
2018-06-14 13:00:02.576,0.033,-0.092,1.021
2018-06-14 13:00:02.596,0.025,-0.053,0.956
2018-06-14 13:00:02.616,0.051,-0.089,1.019
2018-06-14 13:00:02.636,0.020,-0.054,0.968
2018-06-14 13:00:02.657,0.010,-0.084,1.009
2018-06-14 13:00:02.677,0.010,-0.074,0.989
2018-06-14 13:00:02.697,-0.004,-0.075,0.994
2018-06-14 13:00:02.717,0.003,-0.076,1.004
2018-06-14 13:00:02.737,0.011,-0.068,0.986
2018-06-14 13:00:02.757,0.013,-0.083,1.011
2018-06-14 13:00:02.777,0.013,-0.067,0.980
2018-06-14 13:00:02.798,0.015,-0.078,0.997
2018-06-14 13:00:02.818,0.024,-0.067,0.990
2018-06-14 13:00:02.838,0.020,-0.078,1.000
2018-06-14 13:00:02.858,0.030,-0.071,0.997
2018-06-14 13:00:02.878,0.035,-0.075,1.000
2018-06-14 13:00:02.898,0.029,-0.073,0.995
2018-06-14 13:00:02.918,0.021,-0.073,0.997
2018-06-14 13:00:02.939,0.043,-0.071,0.998
2018-06-14 13:00:02.959,0.062,-0.073,1.000
2018-06-14 13:00:02.979,0.060,-0.073,0.996
2018-06-14 13:00:02.999,0.020,-0.073,0.993
2018-06-14 13:00:03.019,-0.004,-0.079,0.994
2018-06-14 13:00:03.039,-0.016,-0.074,0.989
2018-06-14 13:00:03.059,-0.003,-0.077,0.995
2018-06-14 13:00:03.080,0.007,-0.065,0.994
2018-06-14 13:00:03.100,0.029,-0.081,1.004
2018-06-14 13:00:03.120,0.036,-0.075,1.013
2018-06-14 13:00:03.140,0.032,-0.070,0.988
2018-06-14 13:00:03.160,0.033,-0.074,0.990
2018-06-14 13:00:03.180,0.030,-0.078,0.997
2018-06-14 13:00:03.200,0.017,-0.070,0.995
2018-06-14 13:00:03.221,0.012,-0.078,1.001
2018-06-14 13:00:03.241,0.006,-0.072,0.989
2018-06-14 13:00:03.261,-0.000,-0.075,0.999
2018-06-14 13:00:03.281,0.006,-0.075,1.002
2018-06-14 13:00:03.301,0.009,-0.074,0.997
2018-06-14 13:00:03.321,0.011,-0.072,1.001
2018-06-14 13:00:03.341,0.014,-0.065,0.990
2018-06-14 13:00:03.362,0.020,-0.077,1.005
2018-06-14 13:00:03.382,0.020,-0.075,0.994
2018-06-14 13:00:03.402,0.022,-0.078,0.998
2018-06-14 13:00:03.422,0.022,-0.075,0.992
2018-06-14 13:00:03.442,0.021,-0.070,0.997
2018-06-14 13:00:03.462,0.030,-0.075,1.005
2018-06-14 13:00:03.482,0.027,-0.070,0.991
2018-06-14 13:00:03.503,0.031,-0.080,1.004
2018-06-14 13:00:03.523,0.036,-0.067,0.989
2018-06-14 13:00:03.543,0.038,-0.070,0.995
2018-06-14 13:00:03.563,0.035,-0.072,0.999
2018-06-14 13:00:03.583,0.034,-0.071,0.992
2018-06-14 13:00:03.603,0.037,-0.079,1.002
2018-06-14 13:00:03.624,0.030,-0.071,0.996
2018-06-14 13:00:03.644,0.028,-0.078,1.000
2018-06-14 13:00:03.664,0.020,-0.073,0.992
2018-06-14 13:00:03.684,0.017,-0.078,1.003
2018-06-14 13:00:03.704,0.008,-0.074,0.999
2018-06-14 13:00:03.724,0.010,-0.072,0.995
2018-06-14 13:00:03.744,0.007,-0.075,0.998
2018-06-14 13:00:03.765,0.012,-0.075,0.998
2018-06-14 13:00:03.785,0.013,-0.072,0.987
2018-06-14 13:00:03.805,0.013,-0.076,0.997
2018-06-14 13:00:03.825,0.011,-0.073,0.996
2018-06-14 13:00:03.845,0.012,-0.076,1.001
2018-06-14 13:00:03.865,0.013,-0.074,0.997
2018-06-14 13:00:03.885,0.016,-0.077,0.996
2018-06-14 13:00:03.905,0.010,-0.075,0.999
2018-06-14 13:00:03.926,-0.001,-0.067,0.993
2018-06-14 13:00:03.946,-0.005,-0.081,0.988
2018-06-14 13:00:03.966,0.010,-0.091,1.021
2018-06-14 13:00:03.986,-0.005,-0.082,0.997
2018-06-14 13:00:04.006,0.019,-0.084,0.998
2018-06-14 13:00:04.026,0.036,-0.097,1.014
2018-06-14 13:00:04.047,0.038,-0.066,1.008
2018-06-14 13:00:04.067,0.036,-0.051,0.995
2018-06-14 13:00:04.087,0.049,-0.079,1.020
2018-06-14 13:00:04.107,0.029,-0.059,0.971
2018-06-14 13:00:04.127,0.039,-0.084,1.010
2018-06-14 13:00:04.147,0.021,-0.063,0.979
2018-06-14 13:00:04.167,0.031,-0.083,1.006
2018-06-14 13:00:04.188,0.019,-0.067,0.978
2018-06-14 13:00:04.208,0.027,-0.083,1.008
2018-06-14 13:00:04.228,0.021,-0.066,0.984
2018-06-14 13:00:04.248,0.024,-0.079,1.005
2018-06-14 13:00:04.268,0.017,-0.064,0.987
2018-06-14 13:00:04.288,0.021,-0.077,1.003
2018-06-14 13:00:04.308,0.014,-0.068,0.993
2018-06-14 13:00:04.328,0.017,-0.077,1.000
2018-06-14 13:00:04.349,0.014,-0.074,0.996
2018-06-14 13:00:04.369,0.011,-0.076,0.995
2018-06-14 13:00:04.389,0.010,-0.077,0.998
2018-06-14 13:00:04.409,0.008,-0.072,0.993
2018-06-14 13:00:04.429,0.014,-0.076,0.997
2018-06-14 13:00:04.449,0.013,-0.072,0.987
2018-06-14 13:00:04.469,0.016,-0.077,1.003
2018-06-14 13:00:04.490,0.017,-0.072,0.994
2018-06-14 13:00:04.510,0.020,-0.077,0.999
2018-06-14 13:00:04.530,0.022,-0.071,0.991
2018-06-14 13:00:04.550,0.024,-0.078,1.000
2018-06-14 13:00:04.570,0.024,-0.071,0.998
2018-06-14 13:00:04.590,0.023,-0.077,1.001
2018-06-14 13:00:04.611,0.021,-0.072,0.993
2018-06-14 13:00:04.631,0.021,-0.072,0.997
2018-06-14 13:00:04.651,0.014,-0.075,0.995
2018-06-14 13:00:04.671,0.019,-0.077,0.998
2018-06-14 13:00:04.691,0.017,-0.074,0.999
2018-06-14 13:00:04.711,0.017,-0.078,0.995
2018-06-14 13:00:04.731,0.018,-0.068,0.996
2018-06-14 13:00:04.752,0.020,-0.073,0.995
2018-06-14 13:00:04.772,0.017,-0.076,0.996
2018-06-14 13:00:04.792,0.016,-0.072,0.997
2018-06-14 13:00:04.812,0.020,-0.077,0.998
2018-06-14 13:00:04.832,0.017,-0.072,0.995
2018-06-14 13:00:04.852,0.023,-0.074,0.997
2018-06-14 13:00:04.872,0.019,-0.074,0.994
2018-06-14 13:00:04.893,0.019,-0.074,0.998
2018-06-14 13:00:04.913,0.020,-0.076,0.997
2018-06-14 13:00:04.933,0.019,-0.073,0.996
2018-06-14 13:00:04.953,0.022,-0.073,0.995
2018-06-14 13:00:04.973,0.018,-0.075,0.998
2018-06-14 13:00:04.993,0.019,-0.076,1.000
2018-06-14 13:00:05.013,0.019,-0.073,0.994
2018-06-14 13:00:05.034,0.019,-0.076,0.997
2018-06-14 13:00:05.054,0.015,-0.075,0.996
2018-06-14 13:00:05.074,0.016,-0.074,0.998
2018-06-14 13:00:05.094,0.017,-0.074,0.995
2018-06-14 13:00:05.114,0.017,-0.072,0.993
2018-06-14 13:00:05.134,0.018,-0.074,0.998
2018-06-14 13:00:05.154,0.019,-0.070,1.002
2018-06-14 13:00:05.175,0.019,-0.077,0.998
2018-06-14 13:00:05.195,0.019,-0.075,0.994
2018-06-14 13:00:05.215,0.020,-0.075,1.001
2018-06-14 13:00:05.235,0.017,-0.074,0.994
2018-06-14 13:00:05.255,0.020,-0.073,0.995
2018-06-14 13:00:05.275,0.017,-0.076,0.997
2018-06-14 13:00:05.295,0.016,-0.074,0.999
2018-06-14 13:00:05.316,0.019,-0.073,0.999
2018-06-14 13:00:05.336,0.018,-0.073,0.994
2018-06-14 13:00:05.356,0.021,-0.075,0.995
2018-06-14 13:00:05.376,0.018,-0.075,0.996
2018-06-14 13:00:05.396,0.023,-0.076,0.998
2018-06-14 13:00:05.416,0.021,-0.074,1.001
2018-06-14 13:00:05.436,0.019,-0.075,0.999
2018-06-14 13:00:05.457,0.019,-0.075,0.993
2018-06-14 13:00:05.477,0.017,-0.074,0.995
2018-06-14 13:00:05.497,0.016,-0.075,1.000
2018-06-14 13:00:05.517,0.018,-0.074,0.995
2018-06-14 13:00:05.537,0.020,-0.076,0.999
2018-06-14 13:00:05.557,0.016,-0.075,0.995
2018-06-14 13:00:05.577,0.020,-0.074,0.993
2018-06-14 13:00:05.598,0.018,-0.074,0.994
2018-06-14 13:00:05.618,0.021,-0.074,0.999
2018-06-14 13:00:05.638,0.022,-0.075,0.998
2018-06-14 13:00:05.658,0.021,-0.073,1.001
2018-06-14 13:00:05.678,0.023,-0.075,0.993
2018-06-14 13:00:05.698,0.018,-0.076,0.994
2018-06-14 13:00:05.718,0.019,-0.075,0.998
2018-06-14 13:00:05.739,0.019,-0.072,0.999
2018-06-14 13:00:05.759,0.018,-0.074,0.996
2018-06-14 13:00:05.779,0.018,-0.076,0.998
2018-06-14 13:00:05.799,0.016,-0.075,0.995
2018-06-14 13:00:05.819,0.014,-0.077,0.995
2018-06-14 13:00:05.839,0.015,-0.071,0.997
2018-06-14 13:00:05.859,0.015,-0.075,1.000
2018-06-14 13:00:05.880,0.018,-0.075,0.997
2018-06-14 13:00:05.900,0.019,-0.075,0.996
2018-06-14 13:00:05.920,0.019,-0.071,0.994
2018-06-14 13:00:05.940,0.020,-0.073,0.996
2018-06-14 13:00:05.960,0.019,-0.071,0.996
2018-06-14 13:00:05.980,0.018,-0.075,0.998
2018-06-14 13:00:06.001,-0.004,-0.078,1.040
2018-06-14 13:00:06.021,-0.000,-0.076,1.026
2018-06-14 13:00:06.041,0.017,-0.069,1.015
2018-06-14 13:00:06.061,0.006,-0.074,1.011
2018-06-14 13:00:06.081,0.031,-0.078,1.021
2018-06-14 13:00:06.101,0.015,-0.067,0.987
2018-06-14 13:00:06.121,0.019,-0.082,1.014
2018-06-14 13:00:06.141,0.024,-0.062,0.983
2018-06-14 13:00:06.162,0.019,-0.085,1.020
2018-06-14 13:00:06.182,0.024,-0.060,0.988
2018-06-14 13:00:06.202,0.027,-0.082,1.011
2018-06-14 13:00:06.222,0.017,-0.068,0.992
2018-06-14 13:00:06.242,0.029,-0.079,1.005
2018-06-14 13:00:06.262,0.025,-0.071,0.994
2018-06-14 13:00:06.282,0.022,-0.074,0.996
2018-06-14 13:00:06.303,0.014,-0.075,0.999
2018-06-14 13:00:06.323,0.000,-0.073,0.991
2018-06-14 13:00:06.343,0.000,-0.076,1.006
2018-06-14 13:00:06.363,-0.003,-0.069,0.992
2018-06-14 13:00:06.383,-0.002,-0.077,0.994
2018-06-14 13:00:06.403,0.004,-0.070,0.996
2018-06-14 13:00:06.423,0.006,-0.076,1.004
2018-06-14 13:00:06.444,0.015,-0.072,0.993
2018-06-14 13:00:06.464,0.030,-0.074,0.995
2018-06-14 13:00:06.484,0.040,-0.074,1.000
2018-06-14 13:00:06.504,0.038,-0.070,0.991
2018-06-14 13:00:06.524,0.029,-0.075,0.996
2018-06-14 13:00:06.544,0.022,-0.074,0.992
2018-06-14 13:00:06.565,0.010,-0.073,0.994
2018-06-14 13:00:06.585,0.000,-0.075,0.999
2018-06-14 13:00:06.605,0.004,-0.074,0.998
2018-06-14 13:00:06.625,0.010,-0.074,0.997
2018-06-14 13:00:06.645,0.014,-0.075,0.994
2018-06-14 13:00:06.665,0.020,-0.074,0.996
2018-06-14 13:00:06.685,0.022,-0.076,1.001
2018-06-14 13:00:06.706,0.028,-0.073,0.997
2018-06-14 13:00:06.726,0.031,-0.074,0.986
2018-06-14 13:00:06.746,0.033,-0.078,1.004
