HEADER_TIME_STAMP,X,Y,Z
2018-06-12 20:31:44.885,0.007,0.001,1.003
2018-06-12 20:31:44.905,0.009,0.001,1.004
2018-06-12 20:31:44.925,0.009,-0.002,1.000
2018-06-12 20:31:44.945,0.009,-0.002,1.005
2018-06-12 20:31:44.966,0.008,0.001,1.000
2018-06-12 20:31:44.986,0.005,0.001,1.001
2018-06-12 20:31:45.006,0.007,0.000,1.002
2018-06-12 20:31:45.026,0.007,-0.003,1.002
2018-06-12 20:31:45.046,0.009,-0.002,1.005
2018-06-12 20:31:45.066,0.008,-0.001,1.004
2018-06-12 20:31:45.086,0.008,-0.001,0.997
2018-06-12 20:31:45.107,0.006,-0.002,1.005
2018-06-12 20:31:45.127,0.007,-0.001,1.003
2018-06-12 20:31:45.147,0.009,-0.004,1.001
2018-06-12 20:31:45.167,0.008,-0.001,1.000
2018-06-12 20:31:45.187,0.009,-0.002,0.999
2018-06-12 20:31:45.207,0.007,0.000,1.004
2018-06-12 20:31:45.227,0.008,0.001,0.999
2018-06-12 20:31:45.248,0.008,-0.002,1.004
2018-06-12 20:31:45.268,0.009,0.001,1.004
2018-06-12 20:31:45.288,0.009,0.001,1.000
2018-06-12 20:31:45.308,0.006,0.000,1.001
2018-06-12 20:31:45.328,0.007,-0.001,1.006
2018-06-12 20:31:45.348,0.006,-0.001,1.002
2018-06-12 20:31:45.368,0.008,-0.003,1.005
2018-06-12 20:31:45.389,0.008,-0.001,1.002
2018-06-12 20:31:45.409,0.005,0.002,1.002
2018-06-12 20:31:45.429,0.005,-0.000,1.003
2018-06-12 20:31:45.449,0.007,0.000,0.999
2018-06-12 20:31:45.469,0.004,-0.003,1.000
2018-06-12 20:31:45.489,0.005,0.001,1.003
2018-06-12 20:31:45.509,0.007,-0.002,0.999
2018-06-12 20:31:45.530,0.006,0.001,0.998
2018-06-12 20:31:45.550,0.007,-0.001,1.002
2018-06-12 20:31:45.570,0.007,-0.001,1.003
2018-06-12 20:31:45.590,0.008,-0.003,1.000
2018-06-12 20:31:45.610,0.008,-0.000,1.003
2018-06-12 20:31:45.630,0.007,0.002,1.004
2018-06-12 20:31:45.650,0.006,0.000,1.002
2018-06-12 20:31:45.671,0.008,-0.001,0.999
2018-06-12 20:31:45.691,0.008,-0.001,1.001
