HEADER_TIME_STAMP,VALUE,HZ,DEVICE,SR,GRANGE,NAME,TYPE
2018-06-14 14:35:05.000,8.242191457,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:10.000,8.212481050,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:15.000,8.210795804,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:20.000,8.200688985,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:25.000,8.274689207,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:30.000,8.197859858,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:35.000,8.201836016,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:40.000,8.236207846,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:45.000,8.243548942,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:50.000,8.290490960,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:35:55.000,8.225104814,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:30.000,18.679268781,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:35.000,18.611404528,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:40.000,18.741414672,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:45.000,18.667394049,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:50.000,18.353562238,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:44:55.000,18.171777423,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:00.000,18.258587474,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:05.000,18.170221360,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:10.000,18.119537558,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:15.000,18.253733092,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:20.000,18.164596431,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:25.000,18.224860958,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:30.000,18.146893845,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:35.000,18.256333426,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:40.000,18.368934649,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:45.000,18.512741047,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:50.000,18.147293194,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:45:55.000,18.132195673,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:00.000,18.258233980,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:05.000,18.325183904,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:10.000,18.465109769,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:15.000,18.542324854,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:20.000,18.157932309,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:25.000,18.187460021,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:30.000,18.328842409,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:35.000,18.695114915,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:40.000,18.697551525,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:45.000,18.565127914,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:50.000,18.103456579,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:46:55.000,18.199964181,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:00.000,30.345456652,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:05.000,31.266779585,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:10.000,29.977006733,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:15.000,31.162642530,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:20.000,30.921429097,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:25.000,30.565940745,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:30.000,32.458109029,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:35.000,30.835003014,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:40.000,30.484001044,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:45.000,31.100286862,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:50.000,30.777107963,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:48:55.000,32.227525982,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:00.000,31.767513851,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:05.000,31.173582100,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:10.000,32.071853895,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:15.000,30.210973336,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:20.000,31.954603060,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:25.000,31.188217278,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:30.000,31.721863582,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:35.000,29.797545841,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:40.000,31.116511879,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:45.000,29.830187456,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:50.000,29.777592059,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:49:55.000,31.929380381,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:00.000,31.039738271,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:05.000,30.839789365,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:10.000,31.297111909,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:15.000,31.823823116,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:20.000,31.775725179,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:50:25.000,30.755388373,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:30.000,30.792961900,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:35.000,31.152564525,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:40.000,31.550924506,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:45.000,31.460093841,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:50.000,31.688604825,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:55:55.000,32.434467692,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:00.000,32.025245239,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:05.000,31.963197483,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:10.000,32.096925013,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:15.000,32.513511152,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:20.000,31.920692442,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:25.000,32.497263279,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:30.000,31.983913645,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:35.000,31.606786323,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:40.000,31.890338429,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:45.000,31.121170397,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:50.000,31.623544266,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:56:55.000,31.624951619,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:00.000,31.695938740,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:05.000,31.605560097,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:10.000,31.528636063,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:15.000,31.402863612,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:20.000,31.548930745,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:25.000,31.708488908,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:30.000,31.332833849,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:35.000,31.693585752,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:40.000,31.454283928,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:45.000,31.897129687,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:50.000,31.432199365,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:57:55.000,31.943562041,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims
2018-06-14 14:25:30.000,2.099124777,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:35.000,2.089456730,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:40.000,2.093558303,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:45.000,2.089957161,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:50.000,2.067143228,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:55.000,2.097011441,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:00.000,2.095526850,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:05.000,2.096353244,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:10.000,2.102884673,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:15.000,2.074064716,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:20.000,2.090351260,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:25.000,2.093633785,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:30.000,2.074156199,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:35.000,2.076045402,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:40.000,2.085595650,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:45.000,2.096319680,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:50.000,2.086362501,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:26:55.000,2.091668381,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:00.000,2.061401140,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:05.000,2.070920714,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:10.000,2.076088572,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:15.000,2.056580130,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:20.000,2.090658585,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:25.000,2.077804350,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:30.000,2.062631928,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:35.000,2.083465749,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:40.000,2.073160927,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:45.000,2.079542336,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:50.000,2.095343646,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:27:55.000,2.071890556,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:30.000,7.747271232,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:35.000,7.790696188,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:40.000,7.744960773,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:45.000,7.691423838,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:50.000,7.701949214,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:33:55.000,7.779809399,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:00.000,7.832936112,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:05.000,7.763210109,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:10.000,7.767742922,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:15.000,7.845968364,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:20.000,7.760796646,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:25.000,7.738751237,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:30.000,7.763044003,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:35.000,7.729824884,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:40.000,7.779480208,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:45.000,7.792653154,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:50.000,7.789173491,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:34:55.000,7.837297434,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:00.000,7.844283790,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:05.000,7.792655316,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:10.000,7.742010077,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:15.000,7.746993431,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:20.000,7.768315096,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:25.000,7.780803770,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:30.000,7.762495885,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:35.000,7.726955623,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:40.000,7.756511124,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:45.000,7.749484443,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:50.000,7.808819005,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:35:55.000,7.780260566,2,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:30.000,7.413550840,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:35.000,7.389098255,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:40.000,7.444754651,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:45.000,7.433247962,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:50.000,7.315458888,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:44:55.000,7.283499535,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:00.000,7.265262489,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:05.000,7.192162224,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:10.000,7.186936668,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:15.000,7.279097460,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:20.000,7.248190207,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:25.000,7.241727503,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:30.000,7.225840978,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:35.000,7.272799918,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:40.000,7.344371349,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:45.000,7.422827041,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:50.000,7.263660355,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:45:55.000,7.234097590,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:00.000,7.277567784,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:05.000,7.293783847,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:10.000,7.325829958,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:15.000,7.402142665,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:20.000,7.306588390,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:25.000,7.266352570,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:30.000,7.340178536,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:35.000,7.410148885,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:40.000,7.410630291,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:45.000,7.448184228,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:50.000,7.243332969,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:46:55.000,7.251804966,3,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:00.000,5.336897054,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:05.000,4.951794451,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:10.000,4.826252942,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:15.000,4.759341822,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:20.000,5.117813433,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:25.000,5.005053701,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:30.000,4.874014353,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:35.000,4.982774879,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:40.000,4.866161681,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:45.000,4.763054848,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:50.000,4.789317429,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:48:55.000,4.767022776,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:00.000,4.991695942,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:05.000,4.773489182,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:10.000,4.812386887,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:15.000,4.725935368,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:20.000,4.924195561,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:25.000,4.760020876,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:30.000,5.034176910,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:35.000,4.612198154,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:40.000,4.847927323,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:45.000,4.671556313,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:50.000,4.474551038,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:49:55.000,5.077993340,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:00.000,4.913867841,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:05.000,4.641025066,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:10.000,4.673101422,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:15.000,4.932782363,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:20.000,4.883922082,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:50:25.000,5.113495316,4,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:30.000,3.855868877,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:35.000,3.931731881,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:40.000,4.227181330,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:45.000,4.574118424,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:50.000,4.834599285,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:55:55.000,4.732262349,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:00.000,4.863952980,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:05.000,4.904516581,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:10.000,4.927426742,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:15.000,5.087073115,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:20.000,5.081903519,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:25.000,5.136362244,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:30.000,4.790050852,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:35.000,4.942153465,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:40.000,4.836117406,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:45.000,4.557110681,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:50.000,4.751863678,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:56:55.000,4.822193010,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:00.000,4.585217646,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:05.000,4.822907340,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:10.000,4.760275738,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:15.000,4.411043998,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:20.000,4.636014783,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:25.000,4.673969053,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:30.000,4.569032191,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:35.000,4.342990726,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:40.000,4.535385387,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:45.000,4.545798193,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:50.000,4.335902541,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:57:55.000,4.397205888,5,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband
2018-06-14 14:25:30.000,2.099127832,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
2018-06-14 14:25:35.000,2.089455448,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
2018-06-14 14:25:40.000,2.093558638,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
2018-06-14 14:25:45.000,2.089956674,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
2018-06-14 14:25:50.000,2.067142748,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
2018-06-14 14:25:55.000,2.097013094,1,GT3X,30,3,"GT3X: 30Hz, 3g",mims_narrowband_noextrap
