HEADER_TIME_STAMP,MIMS_UNIT
2018-06-14 13:41:39,2.27755768145976
2018-06-14 13:41:44,0.246762666727488
2018-06-14 13:41:49,0.0171749439354062
2018-06-14 13:41:54,0.00142042557761504
2018-06-14 13:41:59,0.000111928005107423
2018-06-14 13:42:04,0.0089588949273513
2018-06-14 13:42:09,0.00346241023453685
2018-06-14 13:42:14,0.000273454802767981
2018-06-14 13:42:19,0.0115755063956139
2018-06-14 13:42:24,0.00103617509090456
2018-06-14 13:42:29,9.32334671820896e-05
2018-06-14 13:42:34,7.00880722395092e-06
2018-06-14 13:42:39,4.83433294509958e-07
2018-06-14 13:42:44,4.69611611368004e-08
2018-06-14 13:42:49,3.90407723025217e-09
2018-06-14 13:42:54,0.00696571176987794
2018-06-14 13:42:59,0.00530373796973406
2018-06-14 13:43:04,0.000415834602950973
2018-06-14 13:43:09,3.27825594559901e-05
2018-06-14 13:43:14,2.78902938807797e-06
2018-06-14 13:43:19,0.0132998163122017
2018-06-14 13:43:24,0.0108965232213911
2018-06-14 13:43:29,0.00115156813687605
2018-06-14 13:43:34,7.13471691035654e-05
2018-06-14 13:43:39,7.15130419965843e-06
2018-06-14 13:43:44,0.00523043215359302
2018-06-14 13:43:49,0.00667820012711047
2018-06-14 13:43:54,2.15256971105686
2018-06-14 13:43:59,3.50525269483275
2018-06-14 13:44:04,3.10958487765958
2018-06-14 13:44:09,3.2625506609391
2018-06-14 13:44:14,2.86187429290172
2018-06-14 13:44:19,4.4386309895469
2018-06-14 13:44:24,2.70182598326249
2018-06-14 13:44:29,2.79510165537698
2018-06-14 13:44:34,1.08746305524406
2018-06-14 13:44:39,0.10306437009503
2018-06-14 13:44:44,0.00698897989307668
2018-06-14 13:44:49,0.000641058542855225
2018-06-14 13:44:54,4.2831652074138e-05
2018-06-14 13:44:59,3.66212483298439e-06
2018-06-14 13:45:04,2.78987535473417e-07
2018-06-14 13:45:09,0.0108696562916141
2018-06-14 13:45:14,0.00458055578671054
2018-06-14 13:45:19,0.000398603816905968
2018-06-14 13:45:24,3.0990535057858e-05
2018-06-14 13:45:29,2.10273510379258e-06
2018-06-14 13:45:34,2.00342870119122e-07
2018-06-14 13:45:39,1.24456603450658e-08
2018-06-14 13:45:44,1.50680839671439e-09
2018-06-14 13:45:49,6.58359056483544e-10
2018-06-14 13:45:54,6.15428629286515e-10
2018-06-14 13:45:59,6.13882006259353e-10
2018-06-14 13:46:04,6.13765285784366e-10
2018-06-14 13:46:09,6.1373317587379e-10
2018-06-14 13:46:14,6.13736441638727e-10
2018-06-14 13:46:19,6.13734218901104e-10
2018-06-14 13:46:24,6.1373783625786e-10
2018-06-14 13:46:29,6.13737935819375e-10
2018-06-14 13:46:34,6.13740526370174e-10
2018-06-14 13:46:39,6.13737015599286e-10
2018-06-14 13:46:44,6.13736808932986e-10
2018-06-14 13:46:49,6.13746782866226e-10
2018-06-14 13:46:54,0.010619944243823
2018-06-14 13:46:59,0.00196836133090824
2018-06-14 13:47:04,0.000123859186490721
2018-06-14 13:47:09,1.12665923109496e-05
2018-06-14 13:47:14,8.35552622319829e-07
2018-06-14 13:47:19,0.0103030100993309
2018-06-14 13:47:24,0.00224128751373125
2018-06-14 13:47:29,0.005140901790524
2018-06-14 13:47:34,0.00690231408700952
2018-06-14 13:47:39,0.000735874473496184
2018-06-14 13:47:44,0.01019366207347
2018-06-14 13:47:49,0.00230692482602076
2018-06-14 13:47:54,0.00603758712202519
2018-06-14 13:47:59,0.0178609698097224
2018-06-14 13:48:04,0.00155553775138399
2018-06-14 13:48:09,0.0192293738464825
2018-06-14 13:48:14,0.00569952833580912
2018-06-14 13:48:19,0.000534366418850353
2018-06-14 13:48:24,3.96696695535222e-05
2018-06-14 13:48:29,2.76563175318089e-06
2018-06-14 13:48:34,2.60610173160227e-07
2018-06-14 13:48:39,1.60663643742197e-08
2018-06-14 13:48:44,1.75196976207159e-09
2018-06-14 13:48:49,6.64731901870273e-10
2018-06-14 13:48:54,6.20268225278289e-10
2018-06-14 13:48:59,6.14180470764757e-10
2018-06-14 13:49:04,6.13758327969339e-10
2018-06-14 13:49:09,6.13739813320972e-10
2018-06-14 13:49:14,6.13739068489608e-10
2018-06-14 13:49:19,6.13738271327522e-10
2018-06-14 13:49:24,0.306460312509867
2018-06-14 13:49:29,4.66415116122001
2018-06-14 13:49:34,0.939962053714161
2018-06-14 13:49:39,0.0726176881920259
2018-06-14 13:49:44,0.00555035260051879
2018-06-14 13:49:49,0.000480855426471217
2018-06-14 13:49:54,3.07248197519613e-05
2018-06-14 13:49:59,2.99533385386634e-06
2018-06-14 13:50:04,1.93206297269366e-07
2018-06-14 13:50:09,1.71989896849584e-08
2018-06-14 13:50:14,1.90884591625111e-09
2018-06-14 13:50:19,1.18546261355751e-09
2018-06-14 13:50:24,1.16103584789195e-09
2018-06-14 13:50:29,1.15953154782133e-09
2018-06-14 13:50:34,1.15931481974532e-09
2018-06-14 13:50:39,1.15927241574567e-09
2018-06-14 13:50:44,1.58365223899522e-09
2018-06-14 13:50:49,0.0112845108476399
2018-06-14 13:50:54,0.00133596317648089
2018-06-14 13:50:59,0.00879745846927184
2018-06-14 13:51:04,0.00553431658509199
2018-06-14 13:51:09,0.000417434170888573
2018-06-14 13:51:14,0.0106879374202828
2018-06-14 13:51:19,0.00191245430978341
2018-06-14 13:51:24,0.000118832102913926
2018-06-14 13:51:29,1.11319162567649e-05
2018-06-14 13:51:34,7.98520001896753e-07
