errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.0070134473443,0.0653146010402,0.0,64810,-0.0294539227065,0.667689075446,0.0,0.728865337981,0.0377960005062,0.0,-0.0215900425647,0.637808210776,0.0
