HEADER_TIME_STAMP,X,Y,Z,HZ
2018-06-14 14:25:36.674,-0.284,0.170,1.049,1
2018-06-14 14:25:36.694,-0.308,0.127,1.016,1
2018-06-14 14:25:36.715,-0.312,0.038,0.957,1
2018-06-14 14:25:36.735,-0.331,0.050,1.057,1
2018-06-14 14:25:36.754,-0.311,-0.042,1.036,1
2018-06-14 14:25:36.775,-0.326,0.043,0.942,1
2018-06-14 14:25:36.795,-0.319,-0.080,0.912,1
2018-06-14 14:25:36.814,-0.348,-0.148,1.022,1
2018-06-14 14:25:36.835,-0.337,-0.137,1.064,1
2018-06-14 14:25:36.855,-0.258,-0.281,0.986,1
2018-06-14 14:25:36.874,-0.248,-0.239,0.948,1
2018-06-14 14:25:36.894,-0.234,-0.271,0.985,1
2018-06-14 14:25:36.915,-0.122,-0.316,0.992,1
2018-06-14 14:25:36.934,-0.100,-0.327,1.022,1
2018-06-14 14:25:36.954,-0.069,-0.319,0.978,1
2018-06-14 14:25:36.975,-0.125,-0.331,0.984,1
2018-06-14 14:25:36.994,-0.103,-0.352,1.012,1
2018-06-14 14:25:37.015,0.051,-0.362,1.029,1
2018-06-14 14:25:37.035,0.077,-0.322,1.040,1
2018-06-14 14:25:37.054,0.102,-0.314,0.986,1
2018-06-14 14:25:37.075,0.218,-0.293,1.074,1
2018-06-14 14:25:37.094,0.208,-0.254,0.980,1
2018-06-14 14:25:37.114,0.202,-0.246,0.942,1
2018-06-14 14:25:37.135,0.275,-0.205,1.041,1
2018-06-14 14:25:37.155,0.239,-0.181,1.068,1
2018-06-14 14:25:37.174,0.231,-0.279,0.989,1
2018-06-14 14:25:37.194,0.275,-0.093,1.030,1
2018-06-14 14:25:37.214,0.297,-0.091,1.121,1
2018-06-14 14:25:37.234,0.315,-0.021,1.094,1
2018-06-14 14:25:37.255,0.291,0.020,1.077,1
2018-06-14 14:25:37.275,0.256,0.011,1.010,1
2018-06-14 14:25:37.294,0.266,0.084,1.033,1
2018-06-14 14:25:37.315,0.248,0.092,0.981,1
2018-06-14 14:25:37.335,0.286,0.095,1.032,1
2018-06-14 14:25:37.354,0.308,0.070,1.011,1
2018-06-14 14:25:37.375,0.233,0.155,0.980,1
2018-06-14 14:25:37.395,0.149,0.228,0.968,1
2018-06-14 14:25:37.414,0.108,0.266,0.955,1
2018-06-14 14:25:37.435,0.063,0.276,0.981,1
2018-06-14 14:25:37.455,0.050,0.277,0.988,1
2018-06-14 14:25:37.474,0.021,0.287,0.997,1
2018-06-14 14:25:37.494,-0.005,0.295,0.994,1
2018-06-14 14:25:37.515,-0.045,0.307,0.940,1
2018-06-14 14:25:37.535,0.029,0.352,1.047,1
2018-06-14 14:25:37.554,-0.140,0.286,0.974,1
2018-06-14 14:25:37.575,-0.111,0.303,1.072,1
2018-06-14 14:25:37.594,-0.176,0.244,0.955,1
2018-06-14 14:25:37.614,-0.232,0.223,0.993,1
2018-06-14 14:25:37.634,-0.227,0.210,0.958,1
2018-06-14 14:25:37.654,-0.324,0.130,1.030,1
2018-06-14 14:25:37.675,-0.289,0.107,0.987,1
2018-06-14 14:25:37.694,-0.303,0.041,0.943,1
2018-06-14 14:25:37.714,-0.298,0.122,0.946,1
2018-06-14 14:25:37.735,-0.308,-0.002,1.002,1
2018-06-14 14:25:37.755,-0.333,-0.016,1.055,1
2018-06-14 14:25:37.774,-0.338,-0.056,0.955,1
2018-06-14 14:25:37.794,-0.267,-0.179,0.944,1
2018-06-14 14:25:37.815,-0.276,-0.134,0.935,1
2018-06-14 14:25:37.834,-0.271,-0.210,1.059,1
2018-06-14 14:25:37.855,-0.249,-0.149,0.962,1
2018-06-14 14:25:37.875,-0.245,-0.228,0.977,1
2018-06-14 14:25:37.894,-0.276,-0.235,0.891,1
2018-06-14 14:25:37.915,-0.187,-0.334,1.010,1
2018-06-14 14:25:37.935,-0.098,-0.344,1.017,1
2018-06-14 14:25:37.954,-0.067,-0.352,1.026,1
2018-06-14 14:25:37.974,0.016,-0.350,1.022,1
2018-06-14 14:25:37.995,0.011,-0.336,1.028,1
2018-06-14 14:25:38.014,0.039,-0.339,0.983,1
2018-06-14 14:25:38.035,0.099,-0.294,0.998,1
2018-06-14 14:25:38.055,0.195,-0.272,0.988,1
2018-06-14 14:25:38.074,0.081,-0.337,0.956,1
2018-06-14 14:25:38.094,0.142,-0.360,1.001,1
2018-06-14 14:25:38.115,0.176,-0.313,0.990,1
2018-06-14 14:25:38.134,0.192,-0.246,0.982,1
2018-06-14 14:25:38.154,0.303,-0.180,1.022,1
2018-06-14 14:25:38.175,0.295,-0.152,0.993,1
2018-06-14 14:25:38.194,0.318,-0.070,1.010,1
2018-06-14 14:25:38.214,0.312,-0.033,1.034,1
2018-06-14 14:25:38.235,0.329,0.028,1.004,1
2018-06-14 14:25:38.254,0.293,0.018,0.989,1
2018-06-14 14:25:38.275,0.261,-0.021,1.000,1
2018-06-14 14:25:38.295,0.290,0.118,1.069,1
2018-06-14 14:25:38.314,0.280,0.155,1.005,1
2018-06-14 14:25:38.335,0.234,0.167,1.027,1
2018-06-14 14:25:38.355,0.262,0.126,1.000,1
2018-06-14 14:25:38.375,0.210,0.149,0.967,1
2018-06-14 14:25:38.394,0.134,0.216,0.978,1
2018-06-14 14:25:38.415,0.051,0.288,0.966,1
2018-06-14 14:25:38.435,0.228,0.264,1.003,1
2018-06-14 14:25:38.454,0.110,0.322,1.055,1
2018-06-14 14:25:38.474,0.022,0.274,0.978,1
2018-06-14 14:25:38.494,-0.045,0.317,1.012,1
2018-06-14 14:25:38.515,-0.115,0.258,0.990,1
2018-06-14 14:25:38.535,-0.120,0.291,0.974,1
2018-06-14 14:25:38.554,-0.146,0.253,0.961,1
2018-06-14 14:25:38.575,-0.176,0.223,0.989,1
2018-06-14 14:25:38.594,-0.193,0.209,0.992,1
2018-06-14 14:25:38.614,-0.237,0.162,0.954,1
2018-06-14 14:25:38.634,-0.245,0.190,0.988,1
2018-06-14 14:25:38.655,-0.269,0.110,0.935,1
2018-06-14 14:25:38.675,-0.287,0.097,0.971,1
2018-06-14 14:25:38.694,-0.305,0.037,0.985,1
2018-06-14 14:25:38.715,-0.288,0.050,0.963,1
2018-06-14 14:25:38.734,-0.321,0.064,1.054,1
2018-06-14 14:25:38.755,-0.314,-0.031,1.004,1
2018-06-14 14:25:38.775,-0.342,-0.069,0.960,1
2018-06-14 14:25:38.794,-0.363,-0.026,0.894,1
2018-06-14 14:25:38.815,-0.360,-0.232,1.124,1
2018-06-14 14:25:38.835,-0.330,-0.135,1.005,1
2018-06-14 14:25:38.857,-0.187,-0.264,0.972,1
2018-06-14 14:25:38.875,-0.164,-0.295,0.941,1
2018-06-14 14:25:38.895,-0.174,-0.244,0.937,1
2018-06-14 14:25:38.914,-0.144,-0.281,0.958,1
2018-06-14 14:25:38.935,-0.073,-0.327,1.021,1
2018-06-14 14:25:38.955,-0.065,-0.335,1.022,1
2018-06-14 14:25:38.975,-0.070,-0.315,0.921,1
2018-06-14 14:25:38.995,-0.058,-0.360,0.933,1
2018-06-14 14:25:39.015,0.075,-0.361,0.946,1
2018-06-14 14:25:39.034,0.133,-0.318,0.986,1
2018-06-14 14:25:39.054,0.081,-0.308,0.954,1
2018-06-14 14:25:39.074,0.149,-0.356,1.057,1
2018-06-14 14:25:39.094,0.192,-0.294,0.997,1
2018-06-14 14:25:39.115,0.185,-0.269,0.935,1
2018-06-14 14:25:39.135,0.300,-0.182,0.969,1
2018-06-14 14:25:39.154,0.299,-0.198,0.980,1
2018-06-14 14:25:39.175,0.295,-0.204,1.026,1
2018-06-14 14:25:39.195,0.285,-0.139,1.040,1
2018-06-14 14:25:39.215,0.273,-0.047,0.985,1
2018-06-14 14:25:39.235,0.324,-0.006,1.079,1
2018-06-14 14:25:39.254,0.292,0.016,1.080,1
