errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.00479265551458,0.0056126077673,0.0,28274,0.00514147426424,1.09145543281,0.0,0.00458128599063,1.001465045,0.0,0.00203935561028,0.996691576076,0.0
