errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.000814341547039,0.00279438647903,0.0,6797,-0.028025081573,1.00734273209,0.0,0.00898127249462,0.998540498641,0.0,-0.00401423800371,1.00341459728,0.0
