errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.00167436740462,0.0193685857819,0.0,20339,-0.0222418609443,0.981021444025,0.0,0.0200820917975,1.00136642848,0.0,0.0363517237137,0.994185508702,0.0
