HEADER_TIME_STAMP,X,Y,Z,HZ
2018-06-14 14:25:30.000,0.246,-0.289,0.949,1
2018-06-14 14:25:30.017,0.238,-0.309,0.996,1
2018-06-14 14:25:30.034,0.273,-0.219,0.930,1
2018-06-14 14:25:30.050,0.273,-0.316,1.000,1
2018-06-14 14:25:30.067,0.293,-0.207,0.953,1
2018-06-14 14:25:30.084,0.316,-0.219,0.992,1
2018-06-14 14:25:30.100,0.328,-0.219,0.957,1
2018-06-14 14:25:30.117,0.359,-0.109,0.973,1
2018-06-14 14:25:30.134,0.367,-0.066,0.973,1
2018-06-14 14:25:30.150,0.402,-0.066,1.012,1
2018-06-14 14:25:30.167,0.359,-0.023,1.004,1
2018-06-14 14:25:30.184,0.324,0.055,0.965,1
2018-06-14 14:25:30.200,0.340,0.047,0.980,1
2018-06-14 14:25:30.217,0.301,0.078,0.938,1
2018-06-14 14:25:30.234,0.340,0.082,1.012,1
2018-06-14 14:25:30.250,0.273,0.129,0.953,1
2018-06-14 14:25:30.267,0.301,0.164,1.000,1
2018-06-14 14:25:30.284,0.254,0.156,0.992,1
2018-06-14 14:25:30.300,0.273,0.160,0.930,1
2018-06-14 14:25:30.317,0.211,0.223,1.023,1
2018-06-14 14:25:30.334,0.156,0.223,0.918,1
2018-06-14 14:25:30.350,0.160,0.266,1.027,1
2018-06-14 14:25:30.367,0.137,0.234,1.047,1
2018-06-14 14:25:30.384,0.016,0.250,0.992,1
2018-06-14 14:25:30.400,0.016,0.258,0.973,1
2018-06-14 14:25:30.417,-0.023,0.262,1.020,1
2018-06-14 14:25:30.434,-0.004,0.238,1.000,1
2018-06-14 14:25:30.450,-0.063,0.211,1.020,1
2018-06-14 14:25:30.467,-0.090,0.223,0.996,1
2018-06-14 14:25:30.484,-0.082,0.258,0.969,1
2018-06-14 14:25:30.500,-0.145,0.168,1.016,1
2018-06-14 14:25:30.517,-0.172,0.180,1.008,1
2018-06-14 14:25:30.534,-0.211,0.145,0.988,1
2018-06-14 14:25:30.550,-0.227,0.082,1.027,1
2018-06-14 14:25:30.567,-0.250,0.059,1.012,1
2018-06-14 14:25:30.584,-0.258,0.063,0.973,1
2018-06-14 14:25:30.600,-0.270,0.012,1.008,1
2018-06-14 14:25:30.617,-0.262,0.004,0.988,1
2018-06-14 14:25:30.634,-0.285,-0.027,1.016,1
2018-06-14 14:25:30.650,-0.262,-0.090,0.992,1
2018-06-14 14:25:30.667,-0.301,-0.039,0.969,1
2018-06-14 14:25:30.684,-0.281,-0.160,0.996,1
2018-06-14 14:25:30.700,-0.277,-0.211,1.031,1
2018-06-14 14:25:30.717,-0.215,-0.238,0.957,1
2018-06-14 14:25:30.734,-0.234,-0.250,0.984,1
2018-06-14 14:25:30.750,-0.203,-0.262,0.973,1
2018-06-14 14:25:30.767,-0.184,-0.289,0.961,1
2018-06-14 14:25:30.784,-0.160,-0.320,0.984,1
2018-06-14 14:25:30.800,-0.129,-0.320,0.965,1
2018-06-14 14:25:30.817,-0.137,-0.320,0.969,1
2018-06-14 14:25:30.834,-0.078,-0.359,1.000,1
2018-06-14 14:25:30.850,-0.086,-0.352,0.953,1
2018-06-14 14:25:30.867,-0.047,-0.371,0.961,1
2018-06-14 14:25:30.884,-0.020,-0.383,0.988,1
2018-06-14 14:25:30.900,0.031,-0.379,0.965,1
2018-06-14 14:25:30.917,0.055,-0.398,0.988,1
2018-06-14 14:25:30.934,0.098,-0.363,0.961,1
2018-06-14 14:25:30.950,0.160,-0.363,0.980,1
2018-06-14 14:25:30.967,0.164,-0.336,0.938,1
2018-06-14 14:25:30.984,0.191,-0.344,0.988,1
2018-06-14 14:25:31.000,0.199,-0.340,0.938,1
2018-06-14 14:25:31.017,0.234,-0.324,0.992,1
2018-06-14 14:25:31.034,0.258,-0.281,0.930,1
2018-06-14 14:25:31.050,0.320,-0.281,0.988,1
2018-06-14 14:25:31.067,0.344,-0.207,0.965,1
2018-06-14 14:25:31.084,0.348,-0.188,1.008,1
2018-06-14 14:25:31.100,0.363,-0.113,0.957,1
2018-06-14 14:25:31.117,0.367,-0.117,0.988,1
2018-06-14 14:25:31.134,0.363,-0.012,0.973,1
2018-06-14 14:25:31.150,0.363,-0.043,1.008,1
2018-06-14 14:25:31.167,0.359,-0.004,1.016,1
2018-06-14 14:25:31.184,0.320,-0.047,0.945,1
2018-06-14 14:25:31.200,0.375,-0.031,0.969,1
2018-06-14 14:25:31.217,0.340,0.059,0.926,1
2018-06-14 14:25:31.234,0.344,0.113,1.000,1
2018-06-14 14:25:31.250,0.289,0.141,0.957,1
2018-06-14 14:25:31.267,0.281,0.176,0.984,1
2018-06-14 14:25:31.284,0.215,0.199,1.000,1
2018-06-14 14:25:31.300,0.176,0.219,0.949,1
2018-06-14 14:25:31.317,0.180,0.227,0.996,1
2018-06-14 14:25:31.334,0.164,0.215,1.000,1
2018-06-14 14:25:31.350,0.156,0.227,0.988,1
2018-06-14 14:25:31.367,0.129,0.234,1.012,1
2018-06-14 14:25:31.384,0.047,0.273,0.984,1
2018-06-14 14:25:31.400,0.039,0.254,0.957,1
2018-06-14 14:25:31.417,-0.023,0.242,1.051,1
2018-06-14 14:25:31.434,-0.035,0.211,1.035,1
2018-06-14 14:25:31.450,-0.105,0.219,0.980,1
2018-06-14 14:25:31.467,-0.102,0.195,0.977,1
2018-06-14 14:25:31.484,-0.109,0.207,0.992,1
2018-06-14 14:25:31.500,-0.125,0.191,1.020,1
2018-06-14 14:25:31.517,-0.145,0.172,1.023,1
2018-06-14 14:25:31.534,-0.152,0.223,0.980,1
2018-06-14 14:25:31.550,-0.227,0.086,1.027,1
2018-06-14 14:25:31.567,-0.238,0.121,0.969,1
2018-06-14 14:25:31.584,-0.293,0.074,0.996,1
2018-06-14 14:25:31.600,-0.281,-0.004,0.992,1
2018-06-14 14:25:31.617,-0.297,-0.063,1.043,1
2018-06-14 14:25:31.634,-0.281,-0.070,0.988,1
2018-06-14 14:25:31.650,-0.305,-0.125,1.012,1
2018-06-14 14:25:31.667,-0.242,-0.152,0.957,1
2018-06-14 14:25:31.684,-0.281,-0.160,1.000,1
2018-06-14 14:25:31.700,-0.246,-0.195,1.000,1
2018-06-14 14:25:31.717,-0.238,-0.188,0.961,1
2018-06-14 14:25:31.734,-0.281,-0.199,1.031,1
2018-06-14 14:25:31.750,-0.195,-0.273,0.953,1
2018-06-14 14:25:31.767,-0.184,-0.277,0.949,1
2018-06-14 14:25:31.784,-0.156,-0.332,0.980,1
2018-06-14 14:25:31.800,-0.148,-0.320,0.969,1
2018-06-14 14:25:31.817,-0.094,-0.352,0.984,1
2018-06-14 14:25:31.834,-0.066,-0.379,0.996,1
2018-06-14 14:25:31.850,-0.023,-0.363,0.961,1
2018-06-14 14:25:31.867,-0.023,-0.375,0.988,1
2018-06-14 14:25:31.884,-0.020,-0.363,0.961,1
2018-06-14 14:25:31.900,-0.004,-0.383,0.980,1
2018-06-14 14:25:31.917,0.031,-0.395,0.961,1
2018-06-14 14:25:31.934,0.070,-0.387,0.977,1
2018-06-14 14:25:31.950,0.145,-0.379,0.980,1
2018-06-14 14:25:31.967,0.211,-0.348,0.961,1
2018-06-14 14:25:31.984,0.211,-0.328,0.969,1
2018-06-14 14:25:32.000,0.246,-0.301,0.984,1
2018-06-14 14:25:32.017,0.258,-0.281,0.957,1
2018-06-14 14:25:32.034,0.297,-0.234,0.996,1
2018-06-14 14:25:32.050,0.301,-0.238,0.953,1
2018-06-14 14:25:32.067,0.305,-0.246,1.004,1
2018-06-14 14:25:32.084,0.324,-0.129,0.945,1
2018-06-14 14:25:32.100,0.352,-0.172,0.996,1
2018-06-14 14:25:32.117,0.355,-0.160,0.965,1
2018-06-14 14:25:32.134,0.391,-0.063,1.016,1
2018-06-14 14:25:32.150,0.375,-0.047,0.992,1
2018-06-14 14:25:32.167,0.375,0.004,0.992,1
2018-06-14 14:25:32.184,0.332,0.031,0.965,1
2018-06-14 14:25:32.200,0.328,0.047,0.945,1
2018-06-14 14:25:32.217,0.336,0.074,0.973,1
2018-06-14 14:25:32.234,0.305,0.121,0.977,1
2018-06-14 14:25:32.250,0.316,0.125,0.996,1
2018-06-14 14:25:32.267,0.285,0.172,0.977,1
2018-06-14 14:25:32.284,0.223,0.223,0.977,1
2018-06-14 14:25:32.300,0.191,0.215,0.941,1
2018-06-14 14:25:32.317,0.199,0.223,1.012,1
2018-06-14 14:25:32.334,0.164,0.227,1.004,1
2018-06-14 14:25:32.350,0.074,0.250,0.969,1
2018-06-14 14:25:32.367,0.086,0.246,0.988,1
2018-06-14 14:25:32.384,0.055,0.246,1.039,1
2018-06-14 14:25:32.400,0.012,0.219,1.012,1
2018-06-14 14:25:32.417,-0.059,0.227,1.008,1
2018-06-14 14:25:32.434,-0.035,0.227,0.957,1
2018-06-14 14:25:32.450,-0.023,0.242,1.008,1
2018-06-14 14:25:32.467,-0.047,0.188,1.043,1
2018-06-14 14:25:32.484,-0.090,0.230,1.012,1
2018-06-14 14:25:32.500,-0.137,0.199,0.984,1
2018-06-14 14:25:32.517,-0.203,0.117,1.008,1
2018-06-14 14:25:32.534,-0.219,0.129,0.973,1
2018-06-14 14:25:32.550,-0.227,0.086,1.004,1
2018-06-14 14:25:32.567,-0.227,0.047,1.008,1
2018-06-14 14:25:32.584,-0.242,0.086,0.992,1
2018-06-14 14:25:32.600,-0.258,0.004,1.016,1
2018-06-14 14:25:32.617,-0.270,0.031,0.984,1
2018-06-14 14:25:32.634,-0.305,0.000,1.000,1
2018-06-14 14:25:32.650,-0.313,-0.090,1.020,1
2018-06-14 14:25:32.667,-0.277,-0.125,0.980,1
2018-06-14 14:25:32.684,-0.289,-0.180,1.000,1
2018-06-14 14:25:32.700,-0.277,-0.203,0.988,1
2018-06-14 14:25:32.717,-0.254,-0.246,0.996,1
2018-06-14 14:25:32.734,-0.211,-0.277,0.969,1
2018-06-14 14:25:32.750,-0.203,-0.277,0.973,1
2018-06-14 14:25:32.767,-0.188,-0.297,0.977,1
2018-06-14 14:25:32.784,-0.160,-0.316,0.965,1
2018-06-14 14:25:32.800,-0.125,-0.363,1.000,1
2018-06-14 14:25:32.817,-0.102,-0.344,0.945,1
2018-06-14 14:25:32.834,-0.094,-0.352,0.969,1
2018-06-14 14:25:32.850,-0.043,-0.367,0.969,1
2018-06-14 14:25:32.867,-0.031,-0.379,0.973,1
2018-06-14 14:25:32.884,0.031,-0.387,0.980,1
2018-06-14 14:25:32.900,0.035,-0.383,0.973,1
2018-06-14 14:25:32.917,0.098,-0.383,0.965,1
2018-06-14 14:25:32.934,0.133,-0.367,0.969,1
2018-06-14 14:25:32.950,0.148,-0.355,0.957,1
2018-06-14 14:25:32.967,0.172,-0.367,0.961,1
2018-06-14 14:25:32.984,0.191,-0.336,0.965,1
2018-06-14 14:25:33.000,0.227,-0.328,0.988,1
2018-06-14 14:25:33.017,0.258,-0.309,0.969,1
2018-06-14 14:25:33.034,0.293,-0.250,0.973,1
2018-06-14 14:25:33.050,0.316,-0.230,0.965,1
2018-06-14 14:25:33.067,0.344,-0.203,0.977,1
2018-06-14 14:25:33.084,0.336,-0.152,0.977,1
2018-06-14 14:25:33.100,0.359,-0.094,0.973,1
2018-06-14 14:25:33.117,0.352,-0.121,0.977,1
2018-06-14 14:25:33.134,0.375,-0.090,0.996,1
2018-06-14 14:25:33.150,0.383,-0.094,1.008,1
2018-06-14 14:25:33.167,0.367,-0.043,0.996,1
2018-06-14 14:25:33.184,0.355,0.035,0.941,1
2018-06-14 14:25:33.200,0.348,0.059,0.969,1
2018-06-14 14:25:33.217,0.355,0.102,0.977,1
2018-06-14 14:25:33.234,0.316,0.133,0.961,1
2018-06-14 14:25:33.250,0.270,0.199,0.980,1
2018-06-14 14:25:33.267,0.277,0.180,0.992,1
2018-06-14 14:25:33.284,0.199,0.211,0.945,1
2018-06-14 14:25:33.300,0.191,0.219,1.016,1
2018-06-14 14:25:33.317,0.141,0.234,0.945,1
2018-06-14 14:25:33.334,0.145,0.238,1.027,1
2018-06-14 14:25:33.350,0.121,0.242,0.996,1
2018-06-14 14:25:33.367,0.074,0.238,0.980,1
2018-06-14 14:25:33.384,0.023,0.250,1.031,1
2018-06-14 14:25:33.400,-0.012,0.242,0.992,1
2018-06-14 14:25:33.417,-0.051,0.223,0.984,1
2018-06-14 14:25:33.434,-0.066,0.195,1.016,1
2018-06-14 14:25:33.450,-0.066,0.207,0.996,1
2018-06-14 14:25:33.467,-0.070,0.191,1.016,1
2018-06-14 14:25:33.484,-0.102,0.215,0.996,1
2018-06-14 14:25:33.500,-0.109,0.223,0.984,1
2018-06-14 14:25:33.517,-0.184,0.125,1.023,1
2018-06-14 14:25:33.534,-0.211,0.168,0.973,1
2018-06-14 14:25:33.550,-0.230,0.141,0.980,1
2018-06-14 14:25:33.567,-0.254,-0.027,1.066,1
2018-06-14 14:25:33.584,-0.266,-0.016,1.020,1
2018-06-14 14:25:33.600,-0.273,0.000,0.961,1
2018-06-14 14:25:33.617,-0.266,-0.055,0.977,1
2018-06-14 14:25:33.634,-0.270,-0.051,0.977,1
2018-06-14 14:25:33.650,-0.289,-0.078,1.035,1
2018-06-14 14:25:33.667,-0.246,-0.117,0.961,1
2018-06-14 14:25:33.684,-0.281,-0.113,1.000,1
2018-06-14 14:25:33.700,-0.242,-0.203,1.008,1
2018-06-14 14:25:33.717,-0.227,-0.242,1.004,1
2018-06-14 14:25:33.734,-0.211,-0.207,0.918,1
2018-06-14 14:25:33.750,-0.223,-0.273,1.000,1
2018-06-14 14:25:33.767,-0.191,-0.316,1.004,1
2018-06-14 14:25:33.784,-0.148,-0.313,0.930,1
2018-06-14 14:25:33.800,-0.133,-0.379,1.039,1
2018-06-14 14:25:33.817,-0.098,-0.344,0.914,1
2018-06-14 14:25:33.834,-0.098,-0.383,1.012,1
2018-06-14 14:25:33.850,-0.047,-0.371,0.957,1
2018-06-14 14:25:33.867,-0.051,-0.383,0.977,1
2018-06-14 14:25:33.884,-0.023,-0.395,0.957,1
2018-06-14 14:25:33.900,0.020,-0.395,0.988,1
2018-06-14 14:25:33.917,0.086,-0.410,0.957,1
2018-06-14 14:25:33.934,0.164,-0.371,0.949,1
2018-06-14 14:25:33.950,0.176,-0.371,0.984,1
2018-06-14 14:25:33.967,0.219,-0.336,0.957,1
2018-06-14 14:25:33.984,0.234,-0.324,0.980,1
2018-06-14 14:25:34.000,0.246,-0.270,0.957,1
2018-06-14 14:25:34.017,0.270,-0.273,0.953,1
2018-06-14 14:25:34.034,0.285,-0.246,0.980,1
2018-06-14 14:25:34.050,0.305,-0.195,0.957,1
2018-06-14 14:25:34.067,0.328,-0.234,1.004,1
2018-06-14 14:25:34.084,0.332,-0.180,0.977,1
2018-06-14 14:25:34.100,0.355,-0.109,0.988,1
2018-06-14 14:25:34.117,0.355,-0.105,0.969,1
2018-06-14 14:25:34.134,0.383,-0.043,1.012,1
2018-06-14 14:25:34.150,0.355,-0.023,1.000,1
2018-06-14 14:25:34.167,0.359,-0.031,0.980,1
2018-06-14 14:25:34.184,0.340,0.055,0.957,1
2018-06-14 14:25:34.200,0.340,0.020,0.945,1
2018-06-14 14:25:34.217,0.363,0.063,0.973,1
2018-06-14 14:25:34.234,0.336,0.113,0.965,1
2018-06-14 14:25:34.250,0.309,0.172,0.984,1
2018-06-14 14:25:34.267,0.305,0.172,0.977,1
2018-06-14 14:25:34.284,0.211,0.227,0.957,1
2018-06-14 14:25:34.300,0.207,0.246,0.996,1
