HEADER_TIME_STAMP,SR
1970-01-03 10:54:52.402,100.000
1970-01-03 10:54:53.412,101.000
1970-01-03 10:54:54.421,101.000
1970-01-03 10:54:55.421,100.000
1970-01-03 10:54:56.430,101.000
1970-01-03 10:54:57.430,100.000
1970-01-03 10:54:58.439,101.000
1970-01-03 10:54:59.439,100.000
1970-01-03 10:55:00.439,100.000
1970-01-03 10:55:01.448,101.000
1970-01-03 10:55:02.448,100.000
1970-01-03 10:55:03.457,101.000
1970-01-03 10:55:04.457,100.000
1970-01-03 10:55:05.466,101.000
1970-01-03 10:55:06.466,100.000
1970-01-03 10:55:07.475,101.000
1970-01-03 10:55:08.475,100.000
1970-01-03 10:55:09.484,101.000
1970-01-03 10:55:10.493,101.000
1970-01-03 10:55:11.493,100.000
1970-01-03 10:55:12.502,101.000
1970-01-03 10:55:13.511,101.000
1970-01-03 10:55:14.511,100.000
1970-01-03 10:55:15.520,101.000
1970-01-03 10:55:16.520,100.000
1970-01-03 10:55:17.529,101.000
1970-01-03 10:55:18.529,100.000
1970-01-03 10:55:19.538,101.000
1970-01-03 10:55:20.538,100.000
1970-01-03 10:55:21.547,101.000
1970-01-03 10:55:22.547,100.000
1970-01-03 10:55:23.556,101.000
1970-01-03 10:55:24.565,101.000
1970-01-03 10:55:25.565,100.000
1970-01-03 10:55:26.574,101.000
1970-01-03 10:55:27.574,100.000
1970-01-03 10:55:28.583,101.000
1970-01-03 10:55:29.583,100.000
1970-01-03 10:55:30.592,101.000
1970-01-03 10:55:31.601,101.000
1970-01-03 10:55:32.601,100.000
1970-01-03 10:55:33.610,101.000
1970-01-03 10:55:34.610,100.000
1970-01-03 10:55:35.619,101.000
1970-01-03 10:55:36.628,101.000
1970-01-03 10:55:37.628,100.000
1970-01-03 10:55:38.637,101.000
1970-01-03 10:55:39.637,100.000
1970-01-03 10:55:40.646,101.000
1970-01-03 10:55:41.655,101.000
1970-01-03 10:55:42.655,100.000
1970-01-03 10:55:43.664,101.000
1970-01-03 10:55:44.673,101.000
1970-01-03 10:55:45.673,100.000
1970-01-03 10:55:46.682,101.000
1970-01-03 10:55:47.682,100.000
1970-01-03 10:55:48.691,101.000
1970-01-03 10:55:49.700,101.000
1970-01-03 10:55:50.700,100.000
1970-01-03 10:55:51.709,101.000
1970-01-03 10:55:52.718,101.000
1970-01-03 10:55:53.718,100.000
1970-01-03 10:55:54.727,101.000
1970-01-03 10:55:55.736,101.000
1970-01-03 10:55:56.736,100.000
1970-01-03 10:55:57.745,101.000
1970-01-03 10:55:58.754,101.000
1970-01-03 10:55:59.754,100.000
1970-01-03 10:56:00.763,101.000
1970-01-03 10:56:01.772,101.000
1970-01-03 10:56:02.781,101.000
1970-01-03 10:56:03.790,101.000
1970-01-03 10:56:04.799,101.000
1970-01-03 10:56:05.808,101.000
1970-01-03 10:56:06.817,101.000
1970-01-03 10:56:07.817,100.000
1970-01-03 10:56:08.826,101.000
1970-01-03 10:56:09.835,101.000
1970-01-03 10:56:10.844,101.000
1970-01-03 10:56:11.853,101.000
1970-01-03 10:56:12.862,101.000
1970-01-03 10:56:13.871,101.000
1970-01-03 10:56:14.880,101.000
1970-01-03 10:56:15.889,101.000
1970-01-03 10:56:16.898,101.000
1970-01-03 10:56:17.907,101.000
1970-01-03 10:56:18.916,101.000
1970-01-03 10:56:19.925,101.000
1970-01-03 10:56:20.934,101.000
1970-01-03 10:56:21.943,101.000
1970-01-03 10:56:22.952,101.000
1970-01-03 10:56:23.961,101.000
1970-01-03 10:56:24.970,101.000
1970-01-03 10:56:25.979,101.000
1970-01-03 10:56:26.987,101.000
1970-01-03 10:56:27.996,101.000
1970-01-03 10:56:29.005,101.000
1970-01-03 10:56:30.013,101.000
1970-01-03 10:56:31.022,101.000
1970-01-03 10:56:32.031,101.000
1970-01-03 10:56:33.039,101.000
1970-01-03 10:56:34.048,101.000
1970-01-03 10:56:35.057,101.000
1970-01-03 10:56:36.066,101.000
1970-01-03 10:56:37.074,101.000
1970-01-03 10:56:38.083,101.000
1970-01-03 10:56:39.092,101.000
1970-01-03 10:56:40.101,101.000
1970-01-03 10:56:41.109,101.000
1970-01-03 10:56:42.118,101.000
1970-01-03 10:56:43.127,101.000
1970-01-03 10:56:44.136,101.000
1970-01-03 10:56:45.144,101.000
1970-01-03 10:56:46.153,101.000
1970-01-03 10:56:47.162,101.000
1970-01-03 10:56:48.171,101.000
1970-01-03 10:56:49.180,101.000
1970-01-03 10:56:50.189,101.000
1970-01-03 10:56:51.197,101.000
1970-01-03 10:56:52.206,101.000
1970-01-03 10:56:53.215,101.000
1970-01-03 10:56:54.224,101.000
1970-01-03 10:56:55.233,101.000
1970-01-03 10:56:56.242,101.000
1970-01-03 10:56:57.251,101.000
1970-01-03 10:56:58.260,101.000
1970-01-03 10:56:59.269,101.000
1970-01-03 10:57:00.278,101.000
1970-01-03 10:57:01.287,101.000
1970-01-03 10:57:02.296,101.000
1970-01-03 10:57:03.304,101.000
1970-01-03 10:57:04.313,101.000
1970-01-03 10:57:05.322,101.000
1970-01-03 10:57:06.331,101.000
1970-01-03 10:57:07.340,101.000
1970-01-03 10:57:08.348,101.000
1970-01-03 10:57:09.357,101.000
1970-01-03 10:57:10.365,101.000
1970-01-03 10:57:11.374,101.000
1970-01-03 10:57:12.383,101.000
1970-01-03 10:57:13.391,101.000
1970-01-03 10:57:14.400,101.000
1970-01-03 10:57:15.408,101.000
1970-01-03 10:57:16.417,101.000
1970-01-03 10:57:17.426,101.000
1970-01-03 10:57:18.434,101.000
1970-01-03 10:57:19.443,101.000
1970-01-03 10:57:20.451,101.000
1970-01-03 10:57:21.460,101.000
1970-01-03 10:57:22.468,101.000
1970-01-03 10:57:23.476,101.000
1970-01-03 10:57:24.484,101.000
1970-01-03 10:57:25.492,101.000
1970-01-03 10:57:26.501,101.000
1970-01-03 10:57:27.509,101.000
1970-01-03 10:57:28.517,101.000
1970-01-03 10:57:29.525,101.000
1970-01-03 10:57:30.533,101.000
1970-01-03 10:57:31.542,101.000
1970-01-03 10:57:32.550,101.000
1970-01-03 10:57:33.558,101.000
1970-01-03 10:57:34.567,101.000
1970-01-03 10:57:35.575,101.000
1970-01-03 10:57:36.583,101.000
1970-01-03 10:57:37.592,101.000
1970-01-03 10:57:38.600,101.000
1970-01-03 10:57:39.608,101.000
1970-01-03 10:57:40.617,101.000
1970-01-03 10:57:41.625,101.000
1970-01-03 10:57:42.633,101.000
1970-01-03 10:57:43.642,101.000
1970-01-03 10:57:44.650,101.000
1970-01-03 10:57:45.659,101.000
1970-01-03 10:57:46.667,101.000
1970-01-03 10:57:47.675,101.000
1970-01-03 10:57:48.684,101.000
1970-01-03 10:57:49.692,101.000
1970-01-03 10:57:50.701,101.000
1970-01-03 10:57:51.709,101.000
1970-01-03 10:57:52.718,101.000
1970-01-03 10:57:53.726,101.000
1970-01-03 10:57:54.735,101.000
1970-01-03 10:57:55.743,101.000
1970-01-03 10:57:56.752,101.000
1970-01-03 10:57:57.760,101.000
1970-01-03 10:57:58.769,101.000
1970-01-03 10:57:59.777,101.000
1970-01-03 10:58:00.786,101.000
1970-01-03 10:58:01.794,101.000
1970-01-03 10:58:02.803,101.000
1970-01-03 10:58:03.812,101.000
1970-01-03 10:58:04.820,101.000
1970-01-03 10:58:05.829,101.000
1970-01-03 10:58:06.837,101.000
1970-01-03 10:58:07.846,101.000
1970-01-03 10:58:08.854,101.000
1970-01-03 10:58:09.862,101.000
1970-01-03 10:58:10.871,101.000
1970-01-03 10:58:11.879,101.000
1970-01-03 10:58:12.887,101.000
1970-01-03 10:58:13.896,101.000
1970-01-03 10:58:14.904,101.000
1970-01-03 10:58:15.912,101.000
1970-01-03 10:58:16.921,101.000
1970-01-03 10:58:17.929,101.000
1970-01-03 10:58:18.937,101.000
1970-01-03 10:58:19.945,101.000
1970-01-03 10:58:20.953,101.000
1970-01-03 10:58:21.961,101.000
1970-01-03 10:58:22.969,101.000
1970-01-03 10:58:23.978,101.000
1970-01-03 10:58:24.986,101.000
1970-01-03 10:58:25.994,101.000
1970-01-03 10:58:27.002,101.000
1970-01-03 10:58:28.010,101.000
1970-01-03 10:58:29.018,101.000
1970-01-03 10:58:30.026,101.000
1970-01-03 10:58:31.034,101.000
1970-01-03 10:58:32.042,101.000
1970-01-03 10:58:33.050,101.000
1970-01-03 10:58:34.058,101.000
1970-01-03 10:58:35.066,101.000
1970-01-03 10:58:36.074,101.000
1970-01-03 10:58:37.082,101.000
1970-01-03 10:58:38.090,101.000
1970-01-03 10:58:39.099,101.000
1970-01-03 10:58:40.107,101.000
1970-01-03 10:58:41.115,101.000
1970-01-03 10:58:42.123,101.000
1970-01-03 10:58:43.131,101.000
1970-01-03 10:58:44.139,101.000
1970-01-03 10:58:45.147,101.000
1970-01-03 10:58:46.155,101.000
1970-01-03 10:58:47.164,101.000
1970-01-03 10:58:48.172,101.000
1970-01-03 10:58:49.180,101.000
1970-01-03 10:58:50.188,101.000
1970-01-03 10:58:51.197,101.000
1970-01-03 10:58:52.205,101.000
1970-01-03 10:58:53.214,101.000
1970-01-03 10:58:54.222,101.000
1970-01-03 10:58:55.231,101.000
1970-01-03 10:58:56.239,101.000
1970-01-03 10:58:57.248,101.000
1970-01-03 10:58:58.256,101.000
1970-01-03 10:58:59.265,101.000
1970-01-03 10:59:00.273,101.000
1970-01-03 10:59:01.282,101.000
1970-01-03 10:59:02.290,101.000
1970-01-03 10:59:03.299,101.000
1970-01-03 10:59:04.307,101.000
1970-01-03 10:59:05.316,101.000
1970-01-03 10:59:06.324,101.000
