timestamp,vectormagnitude
2018-06-14 13:49:00,0
2018-06-14 13:49:05,0
2018-06-14 13:49:10,0
2018-06-14 13:49:15,0
2018-06-14 13:49:20,0
2018-06-14 13:49:25,0
2018-06-14 13:49:30,0
2018-06-14 13:49:35,0
2018-06-14 13:49:40,0
2018-06-14 13:49:45,0
2018-06-14 13:49:50,0
2018-06-14 13:49:55,0
2018-06-14 13:50:00,0
2018-06-14 13:50:05,0
2018-06-14 13:50:10,0
2018-06-14 13:50:15,0
2018-06-14 13:50:20,0
2018-06-14 13:50:25,0
2018-06-14 13:50:30,0
2018-06-14 13:50:35,0
2018-06-14 13:50:40,0
2018-06-14 13:50:45,0
2018-06-14 13:50:50,0
2018-06-14 13:50:55,0
2018-06-14 13:51:00,0
2018-06-14 13:51:05,0
2018-06-14 13:51:10,0
2018-06-14 13:51:15,0
2018-06-14 13:51:20,0
2018-06-14 13:51:25,0
2018-06-14 13:51:30,0
2018-06-14 13:51:35,422.64
2018-06-14 13:51:40,142.07
2018-06-14 13:51:45,62.97
2018-06-14 13:51:50,431.94
2018-06-14 13:51:55,623.21
2018-06-14 13:52:00,31.27
2018-06-14 13:52:05,0
2018-06-14 13:52:10,380.36
2018-06-14 13:52:15,706.82
2018-06-14 13:52:20,28
2018-06-14 13:52:25,0
2018-06-14 13:52:30,0
2018-06-14 13:52:35,0
2018-06-14 13:52:40,0
2018-06-14 13:52:45,0
2018-06-14 13:52:50,0
2018-06-14 13:52:55,0
2018-06-14 13:53:00,0
2018-06-14 13:53:05,0
2018-06-14 13:53:10,934.29
2018-06-14 13:53:15,38.01
2018-06-14 13:53:20,5.1
2018-06-14 13:53:25,306.68
2018-06-14 13:53:30,476.2
2018-06-14 13:53:35,575.45
2018-06-14 13:53:40,21
2018-06-14 13:53:45,0
2018-06-14 13:53:50,0
2018-06-14 13:53:55,0
2018-06-14 13:54:00,743.92
2018-06-14 13:54:05,527.23
2018-06-14 13:54:10,460.84
2018-06-14 13:54:15,0
2018-06-14 13:54:20,0
2018-06-14 13:54:25,0
2018-06-14 13:54:30,0
2018-06-14 13:54:35,0
2018-06-14 13:54:40,0
2018-06-14 13:54:45,0
2018-06-14 13:54:50,0
2018-06-14 13:54:55,0
2018-06-14 13:55:00,0
2018-06-14 13:55:05,0
2018-06-14 13:55:10,0
2018-06-14 13:55:15,0
2018-06-14 13:55:20,0
2018-06-14 13:55:25,0
2018-06-14 13:55:30,0
2018-06-14 13:55:35,0
2018-06-14 13:55:40,0
2018-06-14 13:55:45,0
2018-06-14 13:55:50,0
2018-06-14 13:55:55,0
2018-06-14 13:56:00,379.84
2018-06-14 13:56:05,0
2018-06-14 13:56:10,0
2018-06-14 13:56:15,0
2018-06-14 13:56:20,6
2018-06-14 13:56:25,0
2018-06-14 13:56:30,0
2018-06-14 13:56:35,0
2018-06-14 13:56:40,0
2018-06-14 13:56:45,0
2018-06-14 13:56:50,0
2018-06-14 13:56:55,0
2018-06-14 13:57:00,0
2018-06-14 13:57:05,0
2018-06-14 13:57:10,0
2018-06-14 13:57:15,0
2018-06-14 13:57:20,0
2018-06-14 13:57:25,0
2018-06-14 13:57:30,0
2018-06-14 13:57:35,0
2018-06-14 13:57:40,0
2018-06-14 13:57:45,0
2018-06-14 13:57:50,0
2018-06-14 13:57:55,0
2018-06-14 13:58:00,0
2018-06-14 13:58:05,0
2018-06-14 13:58:10,0
2018-06-14 13:58:15,0
2018-06-14 13:58:20,0
2018-06-14 13:58:25,0
2018-06-14 13:58:30,0
2018-06-14 13:58:35,0
2018-06-14 13:58:40,0
2018-06-14 13:58:45,0
2018-06-14 13:58:50,0
2018-06-14 13:58:55,3.61
2018-06-14 13:59:00,0
2018-06-14 13:59:05,0
2018-06-14 13:59:10,8
2018-06-14 13:59:15,0
2018-06-14 13:59:20,9.22
2018-06-14 13:59:25,6
2018-06-14 13:59:30,0
2018-06-14 13:59:35,0
2018-06-14 13:59:40,0
2018-06-14 13:59:45,0
2018-06-14 13:59:50,2
2018-06-14 13:59:55,0
2018-06-14 14:00:00,0
2018-06-14 14:00:05,0
2018-06-14 14:00:10,0
2018-06-14 14:00:15,0
2018-06-14 14:00:20,8
