errPostCal,errPreCal,meanTemp,nStatic,xIntercept,xSlope,xTemp,yIntercept,ySlope,yTemp,zIntercept,zSlope,zTemp
0.000346866443934,0.0198554789072,0.0,20118,-0.0120962162464,0.999721894949,0.0,0.040766757431,1.00028159769,0.0,-0.022552254194,0.996629567557,0.0
