HEADER_TIME_STAMP,X,Y,Z,HZ
2018-06-14 14:25:30.000,-0.196,0.117,-0.933,1
2018-06-14 14:25:30.025,-0.188,0.214,-0.982,1
2018-06-14 14:25:30.050,-0.129,0.226,-0.903,1
2018-06-14 14:25:30.075,-0.150,0.296,-0.953,1
2018-06-14 14:25:30.100,-0.073,0.343,-1.035,1
2018-06-14 14:25:30.125,-0.012,0.287,-0.909,1
2018-06-14 14:25:30.150,0.047,0.358,-0.935,1
2018-06-14 14:25:30.175,0.088,0.358,-1.003,1
2018-06-14 14:25:30.200,0.056,0.320,-0.918,1
2018-06-14 14:25:30.225,0.132,0.372,-0.956,1
2018-06-14 14:25:30.250,0.249,0.311,-0.977,1
2018-06-14 14:25:30.275,0.284,0.267,-0.918,1
2018-06-14 14:25:30.300,0.276,0.296,-0.956,1
2018-06-14 14:25:30.325,0.293,0.326,-1.006,1
2018-06-14 14:25:30.350,0.334,0.261,-0.965,1
2018-06-14 14:25:30.375,0.355,0.199,-0.924,1
2018-06-14 14:25:30.400,0.405,0.238,-0.956,1
2018-06-14 14:25:30.425,0.443,0.085,-1.003,1
2018-06-14 14:25:30.450,0.408,-0.029,-0.956,1
2018-06-14 14:25:30.475,0.390,-0.059,-0.974,1
2018-06-14 14:25:30.500,0.364,-0.073,-0.950,1
2018-06-14 14:25:30.525,0.305,-0.170,-0.938,1
2018-06-14 14:25:30.550,0.284,-0.176,-0.941,1
2018-06-14 14:25:30.575,0.314,-0.176,-0.941,1
2018-06-14 14:25:30.600,0.328,-0.229,-1.026,1
2018-06-14 14:25:30.625,0.249,-0.305,-1.076,1
2018-06-14 14:25:30.650,0.158,-0.326,-1.023,1
2018-06-14 14:25:30.675,0.067,-0.305,-0.979,1
2018-06-14 14:25:30.700,-0.003,-0.284,-1.006,1
2018-06-14 14:25:30.725,-0.026,-0.246,-1.035,1
2018-06-14 14:25:30.750,-0.026,-0.211,-1.050,1
2018-06-14 14:25:30.775,-0.085,-0.199,-1.041,1
2018-06-14 14:25:30.800,-0.191,-0.129,-1.035,1
2018-06-14 14:25:30.825,-0.185,-0.123,-1.035,1
2018-06-14 14:25:30.850,-0.199,-0.091,-1.038,1
2018-06-14 14:25:30.875,-0.226,-0.073,-1.026,1
2018-06-14 14:25:30.900,-0.226,-0.044,-0.994,1
2018-06-14 14:25:30.925,-0.220,0.038,-0.977,1
2018-06-14 14:25:30.950,-0.188,0.088,-0.956,1
2018-06-14 14:25:30.975,-0.235,0.170,-1.026,1
2018-06-14 14:25:31.000,-0.217,0.155,-0.991,1
2018-06-14 14:25:31.025,-0.170,0.202,-0.965,1
2018-06-14 14:25:31.050,-0.132,0.252,-0.974,1
2018-06-14 14:25:31.075,-0.088,0.270,-0.953,1
2018-06-14 14:25:31.100,-0.056,0.299,-0.947,1
2018-06-14 14:25:31.125,-0.067,0.299,-0.941,1
2018-06-14 14:25:31.150,0.003,0.352,-0.988,1
2018-06-14 14:25:31.175,0.056,0.337,-0.938,1
2018-06-14 14:25:31.200,0.097,0.343,-0.935,1
2018-06-14 14:25:31.225,0.188,0.337,-0.965,1
2018-06-14 14:25:31.250,0.211,0.317,-0.953,1
2018-06-14 14:25:31.275,0.217,0.328,-0.933,1
2018-06-14 14:25:31.300,0.276,0.355,-1.006,1
2018-06-14 14:25:31.325,0.349,0.273,-0.982,1
2018-06-14 14:25:31.350,0.370,0.167,-0.927,1
2018-06-14 14:25:31.375,0.402,0.097,-0.938,1
2018-06-14 14:25:31.400,0.419,0.082,-0.994,1
2018-06-14 14:25:31.425,0.399,0.029,-0.991,1
2018-06-14 14:25:31.450,0.370,0.059,-0.965,1
2018-06-14 14:25:31.475,0.413,0.026,-0.956,1
2018-06-14 14:25:31.500,0.405,-0.059,-0.965,1
2018-06-14 14:25:31.525,0.320,-0.147,-0.950,1
2018-06-14 14:25:31.550,0.308,-0.220,-0.962,1
2018-06-14 14:25:31.575,0.202,-0.258,-0.947,1
2018-06-14 14:25:31.600,0.188,-0.261,-0.977,1
2018-06-14 14:25:31.625,0.202,-0.255,-1.006,1
2018-06-14 14:25:31.650,0.176,-0.273,-1.018,1
2018-06-14 14:25:31.675,0.111,-0.296,-0.979,1
2018-06-14 14:25:31.700,-0.009,-0.299,-0.938,1
2018-06-14 14:25:31.725,-0.070,-0.276,-0.977,1
2018-06-14 14:25:31.750,-0.032,-0.240,-1.021,1
2018-06-14 14:25:31.775,-0.070,-0.229,-1.041,1
2018-06-14 14:25:31.800,-0.132,-0.202,-1.032,1
2018-06-14 14:25:31.825,-0.199,-0.100,-1.035,1
2018-06-14 14:25:31.850,-0.220,-0.053,-1.032,1
2018-06-14 14:25:31.875,-0.232,-0.053,-1.009,1
2018-06-14 14:25:31.900,-0.255,-0.047,-0.988,1
2018-06-14 14:25:31.925,-0.276,0.067,-1.012,1
2018-06-14 14:25:31.950,-0.205,0.106,-0.977,1
2018-06-14 14:25:31.975,-0.211,0.144,-0.991,1
2018-06-14 14:25:32.000,-0.176,0.185,-0.962,1
2018-06-14 14:25:32.025,-0.155,0.238,-0.935,1
2018-06-14 14:25:32.050,-0.147,0.255,-0.965,1
2018-06-14 14:25:32.075,-0.126,0.258,-0.977,1
2018-06-14 14:25:32.100,-0.044,0.317,-0.979,1
2018-06-14 14:25:32.125,0.023,0.317,-0.933,1
2018-06-14 14:25:32.150,0.038,0.320,-0.953,1
2018-06-14 14:25:32.175,0.018,0.340,-0.965,1
2018-06-14 14:25:32.200,0.091,0.352,-0.935,1
2018-06-14 14:25:32.225,0.170,0.358,-0.962,1
2018-06-14 14:25:32.250,0.246,0.305,-0.950,1
2018-06-14 14:25:32.275,0.299,0.282,-0.962,1
2018-06-14 14:25:32.300,0.308,0.243,-0.938,1
2018-06-14 14:25:32.325,0.326,0.229,-0.935,1
2018-06-14 14:25:32.350,0.358,0.240,-0.974,1
2018-06-14 14:25:32.375,0.378,0.182,-0.988,1
2018-06-14 14:25:32.400,0.402,0.138,-0.953,1
2018-06-14 14:25:32.425,0.405,0.053,-0.979,1
2018-06-14 14:25:32.450,0.399,-0.044,-0.982,1
2018-06-14 14:25:32.475,0.372,-0.067,-0.935,1
2018-06-14 14:25:32.500,0.390,-0.091,-0.977,1
2018-06-14 14:25:32.525,0.364,-0.152,-0.988,1
2018-06-14 14:25:32.550,0.305,-0.167,-0.968,1
2018-06-14 14:25:32.575,0.235,-0.246,-0.947,1
2018-06-14 14:25:32.600,0.182,-0.282,-0.956,1
2018-06-14 14:25:32.625,0.103,-0.296,-0.974,1
2018-06-14 14:25:32.650,0.085,-0.273,-0.968,1
2018-06-14 14:25:32.675,0.059,-0.252,-1.018,1
