HEADER_TIME_STAMP,ENMO
2018-06-14 11:20:00.000,0.015
2018-06-14 11:20:05.000,0.013
2018-06-14 11:20:10.000,0.013
2018-06-14 11:20:15.000,0.013
2018-06-14 11:20:20.000,0.013
2018-06-14 11:20:25.000,0.013
2018-06-14 11:20:30.000,0.013
2018-06-14 11:20:35.000,0.013
2018-06-14 11:20:40.000,0.012
2018-06-14 11:20:45.000,0.013
2018-06-14 11:20:50.000,0.013
2018-06-14 11:20:55.000,0.013
2018-06-14 11:21:00.000,0.013
2018-06-14 11:21:05.000,0.013
2018-06-14 11:21:10.000,0.013
2018-06-14 11:21:15.000,0.012
2018-06-14 11:21:20.000,0.013
2018-06-14 11:21:25.000,0.012
2018-06-14 11:21:30.000,0.012
2018-06-14 11:21:35.000,0.012
2018-06-14 11:21:40.000,0.013
2018-06-14 11:21:45.000,0.012
2018-06-14 11:21:50.000,0.012
2018-06-14 11:21:55.000,0.012
2018-06-14 11:22:00.000,0.012
2018-06-14 11:22:05.000,0.012
2018-06-14 11:22:10.000,0.012
2018-06-14 11:22:15.000,0.012
2018-06-14 11:22:20.000,0.012
2018-06-14 11:22:25.000,0.012
2018-06-14 11:22:30.000,0.012
2018-06-14 11:22:35.000,0.012
2018-06-14 11:22:40.000,0.012
2018-06-14 11:22:45.000,0.012
2018-06-14 11:22:50.000,0.012
2018-06-14 11:22:55.000,0.012
2018-06-14 11:23:00.000,0.012
2018-06-14 11:23:05.000,0.012
2018-06-14 11:23:10.000,0.012
2018-06-14 11:23:15.000,0.012
2018-06-14 11:23:20.000,0.012
2018-06-14 11:23:25.000,0.013
2018-06-14 11:23:30.000,0.012
2018-06-14 11:23:35.000,0.012
2018-06-14 11:23:40.000,0.012
2018-06-14 11:23:45.000,0.013
2018-06-14 11:23:50.000,0.013
2018-06-14 11:23:55.000,0.012
2018-06-14 11:24:00.000,0.012
2018-06-14 11:24:05.000,0.012
2018-06-14 11:24:10.000,0.012
2018-06-14 11:24:15.000,0.012
2018-06-14 11:24:20.000,0.012
2018-06-14 11:24:25.000,0.012
2018-06-14 11:24:30.000,0.012
2018-06-14 11:24:35.000,0.012
2018-06-14 11:24:40.000,0.012
2018-06-14 11:24:45.000,0.012
2018-06-14 11:24:50.000,0.012
2018-06-14 11:24:55.000,0.012
2018-06-14 11:25:00.000,0.012
2018-06-14 11:25:05.000,0.012
2018-06-14 11:25:10.000,0.012
2018-06-14 11:25:15.000,0.012
2018-06-14 11:25:20.000,0.012
2018-06-14 11:25:25.000,0.012
2018-06-14 11:25:30.000,0.012
2018-06-14 11:25:35.000,0.012
2018-06-14 11:25:40.000,0.012
2018-06-14 11:25:45.000,0.012
2018-06-14 11:25:50.000,0.013
2018-06-14 11:25:55.000,0.012
2018-06-14 11:26:00.000,0.012
2018-06-14 11:26:05.000,0.012
2018-06-14 11:26:10.000,0.012
2018-06-14 11:26:15.000,0.012
2018-06-14 11:26:20.000,0.012
2018-06-14 11:26:25.000,0.012
2018-06-14 11:26:30.000,0.011
2018-06-14 11:26:35.000,0.011
2018-06-14 11:26:40.000,0.011
2018-06-14 11:26:45.000,0.011
2018-06-14 11:26:50.000,0.012
2018-06-14 11:26:55.000,0.012
2018-06-14 11:27:00.000,0.012
2018-06-14 11:27:05.000,0.012
2018-06-14 11:27:10.000,0.012
2018-06-14 11:27:15.000,0.012
2018-06-14 11:27:20.000,0.012
2018-06-14 11:27:25.000,0.012
2018-06-14 11:27:30.000,0.012
2018-06-14 11:27:35.000,0.012
2018-06-14 11:27:40.000,0.012
2018-06-14 11:27:45.000,0.012
2018-06-14 11:27:50.000,0.012
2018-06-14 11:27:55.000,0.012
2018-06-14 11:28:00.000,0.012
2018-06-14 11:28:05.000,0.012
2018-06-14 11:28:10.000,0.011
2018-06-14 11:28:15.000,0.012
2018-06-14 11:28:20.000,0.012
2018-06-14 11:28:25.000,0.012
2018-06-14 11:28:30.000,0.012
2018-06-14 11:28:35.000,0.011
2018-06-14 11:28:40.000,0.012
2018-06-14 11:28:45.000,0.011
2018-06-14 11:28:50.000,0.012
2018-06-14 11:28:55.000,0.012
2018-06-14 11:29:00.000,0.012
2018-06-14 11:29:05.000,0.012
2018-06-14 11:29:10.000,0.012
2018-06-14 11:29:15.000,0.011
2018-06-14 11:29:20.000,0.011
2018-06-14 11:29:25.000,0.012
2018-06-14 11:29:30.000,0.011
2018-06-14 11:29:35.000,0.011
2018-06-14 11:29:40.000,0.012
2018-06-14 11:29:45.000,0.012
2018-06-14 11:29:50.000,0.011
2018-06-14 11:29:55.000,0.012
2018-06-14 11:30:00.000,0.011
2018-06-14 11:30:05.000,0.012
2018-06-14 11:30:10.000,0.012
2018-06-14 11:30:15.000,0.011
2018-06-14 11:30:20.000,0.012
2018-06-14 11:30:25.000,0.012
2018-06-14 11:30:30.000,0.011
2018-06-14 11:30:35.000,0.011
2018-06-14 11:30:40.000,0.011
2018-06-14 11:30:45.000,0.011
2018-06-14 11:30:50.000,0.011
2018-06-14 11:30:55.000,0.011
2018-06-14 11:31:00.000,0.011
2018-06-14 11:31:05.000,0.011
2018-06-14 11:31:10.000,0.011
2018-06-14 11:31:15.000,0.011
2018-06-14 11:31:20.000,0.012
2018-06-14 11:31:25.000,0.011
2018-06-14 11:31:30.000,0.012
2018-06-14 11:31:35.000,0.011
2018-06-14 11:31:40.000,0.011
2018-06-14 11:31:45.000,0.011
2018-06-14 11:31:50.000,0.011
2018-06-14 11:31:55.000,0.011
2018-06-14 11:32:00.000,0.011
2018-06-14 11:32:05.000,0.011
2018-06-14 11:32:10.000,0.011
2018-06-14 11:32:15.000,0.012
2018-06-14 11:32:20.000,0.012
2018-06-14 11:32:25.000,0.012
2018-06-14 11:32:30.000,0.012
2018-06-14 11:32:35.000,0.011
2018-06-14 11:32:40.000,0.011
2018-06-14 11:32:45.000,0.011
2018-06-14 11:32:50.000,0.011
2018-06-14 11:32:55.000,0.011
2018-06-14 11:33:00.000,0.011
2018-06-14 11:33:05.000,0.011
2018-06-14 11:33:10.000,0.012
2018-06-14 11:33:15.000,0.011
2018-06-14 11:33:20.000,0.011
2018-06-14 11:33:25.000,0.011
2018-06-14 11:33:30.000,0.011
2018-06-14 11:33:35.000,0.012
2018-06-14 11:33:40.000,0.011
2018-06-14 11:33:45.000,0.011
2018-06-14 11:33:50.000,0.011
2018-06-14 11:33:55.000,0.011
2018-06-14 11:34:00.000,0.011
2018-06-14 11:34:05.000,0.011
2018-06-14 11:34:10.000,0.011
2018-06-14 11:34:15.000,0.011
2018-06-14 11:34:20.000,0.011
2018-06-14 11:34:25.000,0.011
2018-06-14 11:34:30.000,0.011
2018-06-14 11:34:35.000,0.011
2018-06-14 11:34:40.000,0.011
2018-06-14 11:34:45.000,0.011
2018-06-14 11:34:50.000,0.011
2018-06-14 11:34:55.000,0.011
2018-06-14 11:35:00.000,0.011
2018-06-14 11:35:05.000,0.011
2018-06-14 11:35:10.000,0.011
2018-06-14 11:35:15.000,0.011
2018-06-14 11:35:20.000,0.011
2018-06-14 11:35:25.000,0.011
2018-06-14 11:35:30.000,0.011
2018-06-14 11:35:35.000,0.011
2018-06-14 11:35:40.000,0.011
2018-06-14 11:35:45.000,0.011
2018-06-14 11:35:50.000,0.011
2018-06-14 11:35:55.000,0.011
2018-06-14 11:36:00.000,0.011
2018-06-14 11:36:05.000,0.011
2018-06-14 11:36:10.000,0.011
2018-06-14 11:36:15.000,0.011
2018-06-14 11:36:20.000,0.011
2018-06-14 11:36:25.000,0.011
2018-06-14 11:36:30.000,0.010
2018-06-14 11:36:35.000,0.011
2018-06-14 11:36:40.000,0.011
2018-06-14 11:36:45.000,0.011
2018-06-14 11:36:50.000,0.011
2018-06-14 11:36:55.000,0.011
2018-06-14 11:37:00.000,0.011
2018-06-14 11:37:05.000,0.011
2018-06-14 11:37:10.000,0.011
2018-06-14 11:37:15.000,0.011
2018-06-14 11:37:20.000,0.011
2018-06-14 11:37:25.000,0.011
2018-06-14 11:37:30.000,0.011
2018-06-14 11:37:35.000,0.011
2018-06-14 11:37:40.000,0.011
2018-06-14 11:37:45.000,0.011
2018-06-14 11:37:50.000,0.011
2018-06-14 11:37:55.000,0.011
2018-06-14 11:38:00.000,0.011
2018-06-14 11:38:05.000,0.011
