"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)","Sum(Abs(DiffX)","Sum(Abs(DiffY)","Sum(Abs(DiffZ)"
43265.6220115741,44428,1.3,2,538,1.227778E-03,3271,3263,1024
43265.6220266204,44441,2,2,539,.0015,4648,4769,1477
43265.6220497685,44461,1,2,540,1.111111E-03,2340,2510,1030
43265.6220613426,44471,1.9,2,541,1.461111E-03,4681,4769,1718
43265.6220833333,44490,1.4,2,542,1.266667E-03,3409,3263,1079
43265.622099537,44504,1.1,2,543,.00115,2653,2747,1038
43265.6221122685,44515,1.4,2,544,1.266667E-03,3276,3274,1211
43265.6221284722,44529,1,2,545,1.111111E-03,2445,2499,770
43265.6221400463,44539,1.4,2,546,1.266667E-03,3351,3514,1299
43265.62215625,44553,1,2,547,1.111111E-03,2520,2259,869
43265.6221678241,44563,1.4,2,548,1.266667E-03,3318,3514,1065
43265.6221840278,44577,1.6,2,549,1.344444E-03,3866,3765,1289
43265.6222025463,44593,1.5,2,550,1.305556E-03,3688,3697,1235
43265.6222199074,44608,2,2,551,.0015,4714,4711,1710
43265.6222430556,44628,1.9,2,552,1.461111E-03,4610,4769,1624
43265.6222650463,44647,1.4,2,553,1.266667E-03,3276,3263,1119
43265.62228125,44661,1.1,2,554,.00115,2871,2761,796
43265.6222939815,44672,1.4,2,555,1.266667E-03,3221,3221,1165
43265.6223101852,44686,1.1,2,556,.00115,2698,2733,1042
43265.6223229167,44697,1.4,2,557,1.266667E-03,3100,3253,1150
43265.6223391204,44711,1,2,558,1.111111E-03,2347,2510,958
43265.6223506944,44721,.9,2,559,1.072222E-03,2293,2259,737
43265.6223611111,44730,2,2,560,.0015,4703,4759,1795
43265.6223842593,44750,2.5,2,561,1.694444E-03,6047,6024,2088
43265.6224131944,44775,2.5,2,562,1.694444E-03,6209,6024,2010
43265.6224421296,44800,1.5,2,563,1.305556E-03,3501,3765,1125
43265.6224594907,44815,2,2,564,.0015,4716,4735,1795
43265.6224826389,44835,2.9,2,565,.00185,6956,7028,2507
43265.6225162037,44864,2.5,2,566,1.694444E-03,6104,6024,2222
43265.6225451389,44889,2.9,2,567,.00185,7001,7018,2357
43265.6225787037,44918,1.1,2,568,.00115,2858,2761,751
43265.6225914352,44929,1.4,2,569,1.266667E-03,3242,3263,1044
43265.6226076389,44943,1.1,2,570,.00115,2721,2693,930
43265.6226203704,44954,1.4,2,571,1.266667E-03,3276,3160,1213
43265.6226365741,44968,1.4,2,572,1.266667E-03,3284,3511,1115
43265.6226527778,44982,2.5,2,573,1.694444E-03,6276,6020,1820
43265.622681713,45007,1.5,2,574,1.305556E-03,3658,3765,1100
43265.6226990741,45022,2.8,2,575,1.811111E-03,6564,6777,2322
43265.6227314815,45050,.9,2,576,1.072222E-03,2392,2259,580
43265.6227418982,45059,1.6,2,577,1.344444E-03,3728,3765,1215
43265.6227604167,45075,1.4,2,578,1.266667E-03,3276,3446,1142
43265.6227766204,45089,.9,2,579,1.072222E-03,2364,2259,705
43265.622787037,45098,1,2,580,1.111111E-03,2424,2510,651
43265.6227986111,45108,1,2,581,1.111111E-03,2441,2259,682
43265.6228101852,45118,1,2,582,1.111111E-03,2189,2454,866
43265.6228217593,45128,1.4,2,583,1.266667E-03,3504,3514,1181
43265.622837963,45142,1,2,584,1.111111E-03,2520,2265,720
43265.622849537,45152,.9,2,585,1.072222E-03,2024,2253,726
43265.6228599537,45161,1.1,2,586,.00115,2984,2761,714
43265.6228726852,45172,1.4,2,587,1.266667E-03,3162,3263,1096
43265.6228888889,45186,1,2,588,1.111111E-03,2336,2510,927
43265.622900463,45196,.9,2,589,1.072222E-03,2377,2259,598
43265.6229108796,45205,1,2,590,1.111111E-03,2343,2510,771
43265.6229224537,45215,1,2,591,1.111111E-03,2433,2259,764
43265.6229340278,45225,.9,2,592,1.072222E-03,2355,2259,797
43265.6229444444,45234,1.1,2,593,.00115,2378,2755,873
43265.6229571759,45245,.9,2,594,1.072222E-03,2218,2008,567
43265.6229675926,45254,1.1,2,595,.00115,2722,2675,976
43265.6229803241,45265,1.4,2,596,1.266667E-03,3276,3263,1201
43265.6229965278,45279,1.4,2,597,1.266667E-03,3338,3496,1014
43265.6230127315,45293,.9,2,598,1.072222E-03,2347,2259,680
43265.6230231481,45302,1.5,2,599,1.305556E-03,3561,3514,1150
43265.6230405093,45317,1.6,2,600,1.344444E-03,3838,4016,1242
43265.6230590278,45333,2.8,2,601,1.811111E-03,6680,6777,2127
43265.6230914352,45361,3.9,2,602,2.238889E-03,9062,9406,3151
43265.6231365741,45400,2.9,2,603,.00185,7159,7028,2214
43265.6231701389,45429,1.5,2,604,1.305556E-03,3577,3765,1082
43265.6231875,45444,2.4,2,605,1.655556E-03,5597,5711,2187
43265.6232152778,45468,.9,2,606,1.072222E-03,2412,2259,676
43265.6232256944,45477,1,2,607,1.111111E-03,2349,2510,826
43265.6232372685,45487,1,2,608,1.111111E-03,2473,2259,739
43265.6232488426,45497,1,2,609,1.111111E-03,2221,2420,821
43265.6232604167,45507,.9,2,610,1.072222E-03,2406,2259,573
43265.6232708333,45516,1,2,611,1.111111E-03,2382,2259,904
43265.6232824074,45526,1.4,2,612,1.266667E-03,3287,3514,1134
43265.6232986111,45540,.9,2,613,1.072222E-03,2381,2259,583
43265.6233090278,45549,1.6,2,614,1.344444E-03,3796,3765,1151
43265.6233275463,45565,1,2,615,1.111111E-03,2395,2510,836
43265.6233391204,45575,.9,2,616,1.072222E-03,2393,2259,781
43265.623349537,45584,1,2,617,1.111111E-03,2268,2510,737
43265.6233611111,45594,1.4,2,618,1.266667E-03,3314,3249,1123
43265.6233773148,45608,1.1,2,619,.00115,2942,2761,722
43265.6233900463,45619,1.4,2,620,1.266667E-03,3248,3263,1038
43265.62340625,45633,1,2,621,1.111111E-03,2280,2510,937
43265.6234178241,45643,1.5,2,622,1.305556E-03,3740,3557,1160
43265.6234351852,45658,1.4,2,623,1.266667E-03,3308,3471,1087
43265.6234513889,45672,1.5,2,624,1.305556E-03,3748,3765,1220
43265.62346875,45687,1.4,2,625,1.266667E-03,3327,3263,1091
43265.6234849537,45701,1.1,2,626,.00115,2931,2761,661
43265.6234976852,45712,1.4,2,627,1.266667E-03,3266,3177,957
43265.6235138889,45726,1,2,628,1.111111E-03,2273,2506,788
43265.623525463,45736,1.5,2,629,1.305556E-03,3741,3544,1131
43265.6235428241,45751,1.4,2,630,1.266667E-03,3323,3468,1067
43265.6235590278,45765,.9,2,631,1.072222E-03,2333,2259,587
43265.6235694444,45774,1.6,2,632,1.344444E-03,3857,3765,1084
43265.623587963,45790,.9,2,633,1.072222E-03,2080,2259,802
43265.6235983796,45799,1.6,2,634,1.344444E-03,3736,3765,1083
43265.6236168981,45815,2.1,2,635,1.538889E-03,5114,5020,1531
43265.6236412037,45836,1.5,2,636,1.305556E-03,3623,3514,1139
43265.6236585648,45851,.9,2,637,1.072222E-03,1764,1855,522
43265.6236689815,45860,.8,1,637,3.111111E-04,855,859,97
43265.6236782407,45868,164.5,0,637,5.711805E-02,5320,5962,5812
43265.6255821759,47513,51.8,1,637,2.014444E-02,521,494,687
0,0,0,0,0,0,0,0,0
