HEADER_TIME_STAMP,SR
2018-06-12 13:00:00.269,50.000
2018-06-12 13:00:01.277,50.000
2018-06-12 13:00:02.284,50.000
2018-06-12 13:00:03.291,50.000
2018-06-12 13:00:04.298,50.000
2018-06-12 13:00:05.305,50.000
2018-06-12 13:00:06.313,50.000
2018-06-12 13:00:07.321,50.000
2018-06-12 13:00:08.328,50.000
2018-06-12 13:00:09.334,50.000
2018-06-12 13:00:10.341,50.000
2018-06-12 13:00:11.351,50.000
2018-06-12 13:00:12.356,50.000
2018-06-12 13:00:13.365,50.000
2018-06-12 13:00:14.371,50.000
2018-06-12 13:00:15.378,50.000
2018-06-12 13:00:16.385,50.000
2018-06-12 13:00:17.391,50.000
2018-06-12 13:00:18.399,50.000
2018-06-12 13:00:19.406,50.000
2018-06-12 13:00:20.413,50.000
2018-06-12 13:00:21.421,50.000
2018-06-12 13:00:22.428,50.000
2018-06-12 13:00:23.435,50.000
2018-06-12 13:00:24.442,50.000
2018-06-12 13:00:25.449,50.000
2018-06-12 13:00:26.456,50.000
2018-06-12 13:00:27.463,50.000
2018-06-12 13:00:28.471,50.000
2018-06-12 13:00:29.479,50.000
2018-06-12 13:00:30.485,50.000
2018-06-12 13:00:31.492,50.000
2018-06-12 13:00:32.501,50.000
2018-06-12 13:00:33.507,50.000
2018-06-12 13:00:34.514,50.000
2018-06-12 13:00:35.521,50.000
2018-06-12 13:00:36.528,50.000
2018-06-12 13:00:37.535,50.000
2018-06-12 13:00:38.542,50.000
2018-06-12 13:00:39.549,50.000
2018-06-12 13:00:40.556,50.000
2018-06-12 13:00:41.565,50.000
2018-06-12 13:00:42.572,50.000
2018-06-12 13:00:43.579,50.000
2018-06-12 13:00:44.587,50.000
2018-06-12 13:00:45.592,50.000
2018-06-12 13:00:46.600,50.000
2018-06-12 13:00:47.608,50.000
2018-06-12 13:00:48.614,50.000
2018-06-12 13:00:49.621,50.000
2018-06-12 13:00:50.628,50.000
2018-06-12 13:00:51.636,50.000
2018-06-12 13:00:52.644,50.000
2018-06-12 13:00:53.652,50.000
2018-06-12 13:00:54.657,50.000
2018-06-12 13:00:55.664,50.000
2018-06-12 13:00:56.673,50.000
2018-06-12 13:00:57.679,50.000
2018-06-12 13:00:58.685,50.000
2018-06-12 13:00:59.694,50.000
2018-06-12 13:01:00.700,50.000
2018-06-12 13:01:01.708,50.000
2018-06-12 13:01:02.716,50.000
2018-06-12 13:01:03.723,50.000
2018-06-12 13:01:04.729,50.000
2018-06-12 13:01:05.737,50.000
2018-06-12 13:01:06.743,50.000
2018-06-12 13:01:07.750,50.000
2018-06-12 13:01:08.759,50.000
2018-06-12 13:01:09.764,50.000
2018-06-12 13:01:10.772,50.000
2018-06-12 13:01:11.781,50.000
2018-06-12 13:01:12.786,50.000
2018-06-12 13:01:13.794,50.000
2018-06-12 13:01:14.802,50.000
2018-06-12 13:01:15.808,50.000
2018-06-12 13:01:16.815,50.000
2018-06-12 13:01:17.824,50.000
2018-06-12 13:01:18.829,50.000
2018-06-12 13:01:19.836,50.000
2018-06-12 13:01:20.845,50.000
2018-06-12 13:01:21.851,50.000
2018-06-12 13:01:22.859,50.000
2018-06-12 13:01:23.867,50.000
2018-06-12 13:01:24.872,50.000
2018-06-12 13:01:25.880,50.000
2018-06-12 13:01:26.888,50.000
2018-06-12 13:01:27.893,50.000
2018-06-12 13:01:28.902,50.000
2018-06-12 13:01:29.909,50.000
2018-06-12 13:01:30.915,50.000
2018-06-12 13:01:31.924,50.000
2018-06-12 13:01:32.932,50.000
2018-06-12 13:01:33.937,50.000
2018-06-12 13:01:34.945,50.000
2018-06-12 13:01:35.952,50.000
2018-06-12 13:01:36.958,50.000
2018-06-12 13:01:37.965,50.000
2018-06-12 13:01:38.974,50.000
2018-06-12 13:01:39.980,50.000
2018-06-12 13:01:40.987,50.000
2018-06-12 13:01:41.994,50.000
2018-06-12 13:01:43.002,50.000
2018-06-12 13:01:44.009,50.000
2018-06-12 13:01:45.017,50.000
2018-06-12 13:01:46.023,50.000
2018-06-12 13:01:47.031,50.000
2018-06-12 13:01:48.039,50.000
2018-06-12 13:01:49.045,50.000
2018-06-12 13:01:50.051,50.000
2018-06-12 13:01:51.060,50.000
2018-06-12 13:01:52.066,50.000
2018-06-12 13:01:53.075,50.000
2018-06-12 13:01:54.082,50.000
2018-06-12 13:01:55.088,50.000
2018-06-12 13:01:56.095,50.000
2018-06-12 13:01:57.103,50.000
2018-06-12 13:01:58.109,50.000
2018-06-12 13:01:59.116,50.000
2018-06-12 13:02:00.123,50.000
2018-06-12 13:02:01.130,50.000
2018-06-12 13:02:02.138,50.000
2018-06-12 13:02:03.145,50.000
2018-06-12 13:02:04.152,50.000
2018-06-12 13:02:05.159,50.000
2018-06-12 13:02:06.166,50.000
2018-06-12 13:02:07.173,50.000
2018-06-12 13:02:08.180,50.000
2018-06-12 13:02:09.187,50.000
2018-06-12 13:02:10.194,50.000
2018-06-12 13:02:11.201,50.000
2018-06-12 13:02:12.210,50.000
2018-06-12 13:02:13.217,50.000
2018-06-12 13:02:14.224,50.000
2018-06-12 13:02:15.232,50.000
2018-06-12 13:02:16.238,50.000
2018-06-12 13:02:17.245,50.000
2018-06-12 13:02:18.253,50.000
2018-06-12 13:02:19.261,50.000
2018-06-12 13:02:20.266,50.000
2018-06-12 13:02:21.274,50.000
2018-06-12 13:02:22.283,50.000
2018-06-12 13:02:23.289,50.000
2018-06-12 13:02:24.295,50.000
2018-06-12 13:02:25.303,50.000
2018-06-12 13:02:26.310,50.000
2018-06-12 13:02:27.318,50.000
2018-06-12 13:02:28.325,50.000
2018-06-12 13:02:29.332,50.000
2018-06-12 13:02:30.340,50.000
2018-06-12 13:02:31.346,50.000
2018-06-12 13:02:32.353,50.000
2018-06-12 13:02:33.360,50.000
2018-06-12 13:02:34.367,50.000
2018-06-12 13:02:35.375,50.000
2018-06-12 13:02:36.383,50.000
2018-06-12 13:02:37.389,50.000
2018-06-12 13:02:38.395,50.000
2018-06-12 13:02:39.404,50.000
2018-06-12 13:02:40.410,50.000
2018-06-12 13:02:41.418,50.000
2018-06-12 13:02:42.426,50.000
2018-06-12 13:02:43.433,50.000
2018-06-12 13:02:44.439,50.000
2018-06-12 13:02:45.448,50.000
2018-06-12 13:02:46.454,50.000
2018-06-12 13:02:47.460,50.000
2018-06-12 13:02:48.467,50.000
2018-06-12 13:02:49.475,50.000
2018-06-12 13:02:50.482,50.000
2018-06-12 13:02:51.491,50.000
2018-06-12 13:02:52.496,50.000
2018-06-12 13:02:53.504,50.000
2018-06-12 13:02:54.511,50.000
2018-06-12 13:02:55.518,50.000
2018-06-12 13:02:56.525,50.000
2018-06-12 13:02:57.533,50.000
2018-06-12 13:02:58.540,50.000
2018-06-12 13:02:59.546,50.000
2018-06-12 13:03:00.553,50.000
2018-06-12 13:03:01.561,50.000
2018-06-12 13:03:02.568,50.000
2018-06-12 13:03:03.575,50.000
2018-06-12 13:03:04.582,50.000
2018-06-12 13:03:05.589,50.000
2018-06-12 13:03:06.596,50.000
2018-06-12 13:03:07.603,50.000
